time,co,sitename,siteid,no2,pm25
2017/10/24 06,0.4,普陀监测站,201,66.0,27.5
2017/10/24 06,0.9,杨浦四漂,209,79.0,27.3
2017/10/24 06,0.8,卢湾师专附小,185,48.0,27.4
2017/10/24 06,0.9,*青浦淀山湖,203,46.0,38.5
2017/10/24 06,0.8,虹口凉城,215,73.0,32.8
2017/10/24 06,0.6,静安监测站,183,65.0,29.5
2017/10/24 06,0.8,徐汇上师大,207,63.0,29.7
2017/10/24 06,0.6,浦东川沙,193,78.0,25.3
2017/10/24 06,0.6,浦东张江,195,80.0,28.4
2017/10/24 06,0.6,浦东监测站,228,50.0,24.5
2017/10/24 06,0.7,全市平均,0,66.9,28.0
time,co,sitename,siteid,no2,pm25
2017/10/24 07,0.5,普陀监测站,201,78.0,27.5
2017/10/24 07,0.9,杨浦四漂,209,86.0,27.3
2017/10/24 07,0.8,卢湾师专附小,185,60.0,27.3
2017/10/24 07,1.1,*青浦淀山湖,203,52.0,39.4
2017/10/24 07,1.0,虹口凉城,215,88.0,32.7
2017/10/24 07,0.7,静安监测站,183,75.0,29.3
2017/10/24 07,0.8,徐汇上师大,207,66.0,29.4
2017/10/24 07,0.7,浦东川沙,193,84.0,24.8
2017/10/24 07,0.7,浦东张江,195,88.0,28.5
2017/10/24 07,0.6,浦东监测站,228,64.0,24.4
2017/10/24 07,0.7,全市平均,0,76.6,27.9
