--- 更新时间---,2017/10/09-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,34.4,普陀监测站,29.0,8.0,201,23.0,19.0,97.0,20.7
－,0.7,35.8,杨浦四漂,41.0,10.0,209,61.0,34.0,44.0,21.9
－,0.8,31.4,卢湾师专附小,30.0,11.0,185,30.0,26.0,76.0,24.3
－,0.6,36.4,*青浦淀山湖,26.0,7.0,203,26.0,19.0,77.0,28.4
－,0.5,31.7,虹口凉城,25.0,13.0,215,42.0,24.0,64.0,21.9
－,0.7,33.0,静安监测站,27.0,12.0,183,31.0,21.0,87.0,23.6
－,0.7,31.7,徐汇上师大,33.0,8.0,207,24.0,25.0,82.0,24.6
－,0.7,30.2,浦东川沙,32.9,15.0,193,87.0,30.0,16.0,20.7
－,0.5,34.0,浦东张江,33.0,8.0,195,46.0,26.0,65.0,23.3
－,0.5,30.6,浦东监测站,26.0,12.0,228,32.0,22.0,78.0,21.3
－,0.6,32.5,全市平均,30.8,10.8,0,41.8,25.2,67.7,22.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,29,优,普陀监测站,31,3,201,12,一级,31,28
－,－,8,41,优,杨浦四漂,14,4,209,31,一级,49,49
－,－,9,30,优,卢湾师专附小,24,4,185,15,一级,38,38
－,－,7,26,优,*青浦淀山湖,25,3,203,13,一级,28,28
－,－,6,25,优,虹口凉城,20,5,215,21,一级,35,35
－,－,8,27,优,静安监测站,28,5,183,16,一级,30,30
－,－,8,33,优,徐汇上师大,26,3,207,12,一级,36,36
－,－,8,33,优,浦东川沙,5,5,193,44,一级,44,43
－,－,6,33,优,浦东张江,21,3,195,23,一级,38,38
－,－,6,26,优,浦东监测站,25,5,228,16,一级,32,32
－,－,7,31,优,全市平均,22,4,0,21,一级,36,36
--- 更新时间---,2017/10/09-01,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,33.8,普陀监测站,25.0,8.0,201,20.0,19.0,92.0,20.1
－,0.7,35.4,杨浦四漂,40.0,11.0,209,76.0,36.0,23.0,21.5
－,0.7,30.8,卢湾师专附小,31.8,11.0,185,26.0,29.0,68.0,23.7
－,0.6,35.3,*青浦淀山湖,25.0,7.0,203,24.0,23.0,73.0,27.5
－,0.5,30.9,虹口凉城,27.4,13.0,215,47.0,25.0,51.0,21.3
－,0.6,32.1,静安监测站,25.0,13.0,183,28.0,23.0,79.0,22.8
－,0.7,30.8,徐汇上师大,30.0,8.0,207,22.0,27.0,75.0,23.8
－,0.6,29.7,浦东川沙,32.9,15.0,193,86.0,30.0,9.0,20.3
－,0.5,33.1,浦东张江,37.3,9.0,195,48.0,34.0,51.0,22.5
－,0.5,29.5,浦东监测站,31.8,12.0,228,35.0,29.0,64.0,20.3
－,0.6,31.7,全市平均,31.3,11.1,0,43.1,28.0,56.9,21.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,25,优,普陀监测站,29,3,201,10,一级,29,28
－,PM2.5,8,40,良,杨浦四漂,8,4,209,38,二级,52,52
－,－,8,32,优,卢湾师专附小,22,4,185,13,一级,42,42
－,－,7,25,优,*青浦淀山湖,23,3,203,12,一级,33,33
－,－,6,28,优,虹口凉城,16,5,215,24,一级,36,36
－,－,7,25,优,静安监测站,25,5,183,14,一级,33,33
－,－,8,30,优,徐汇上师大,24,3,207,11,一级,39,39
－,－,7,33,优,浦东川沙,3,5,193,43,一级,43,43
－,－,6,37,优,浦东张江,16,3,195,24,一级,49,49
－,－,6,32,优,浦东监测站,20,5,228,18,一级,42,42
－,－,7,31,优,全市平均,18,4,0,22,一级,40,40
--- 更新时间---,2017/10/09-02,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,32.8,普陀监测站,22.0,8.0,201,19.0,16.0,87.0,19.0
－,0.6,35.3,杨浦四漂,35.0,11.0,209,64.0,34.0,32.0,21.4
－,0.7,29.9,卢湾师专附小,29.6,11.0,185,31.0,27.0,55.0,22.9
－,0.6,34.3,*青浦淀山湖,26.3,7.0,203,27.0,24.0,61.0,26.6
－,0.6,29.9,虹口凉城,27.4,12.0,215,48.0,25.0,46.0,20.3
－,0.6,30.9,静安监测站,25.2,12.0,183,29.0,23.0,73.0,21.7
－,0.7,29.8,徐汇上师大,32.9,8.0,207,24.0,30.0,68.0,22.9
－,0.6,29.2,浦东川沙,30.7,21.0,193,88.0,28.0,4.0,19.9
－,0.4,32.3,浦东张江,27.4,7.0,195,44.0,25.0,52.0,21.8
－,0.5,28.7,浦东监测站,29.6,11.0,228,33.0,27.0,62.0,19.6
－,0.6,30.9,全市平均,28.9,11.2,0,42.2,26.1,53.2,21.0
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,22,优,普陀监测站,28,3,201,10,一级,28,23
－,－,7,35,优,杨浦四漂,10,4,209,32,一级,49,49
－,－,8,30,优,卢湾师专附小,18,4,185,16,一级,39,39
－,－,7,26,优,*青浦淀山湖,20,3,203,14,一级,35,35
－,－,7,28,优,虹口凉城,15,5,215,24,一级,36,36
－,－,7,25,优,静安监测站,23,5,183,15,一级,33,33
－,－,8,33,优,徐汇上师大,22,3,207,12,一级,43,43
－,－,7,31,优,浦东川沙,2,8,193,44,一级,44,40
－,－,5,28,优,浦东张江,17,3,195,22,一级,36,36
－,－,6,30,优,浦东监测站,20,4,228,17,一级,39,39
－,－,7,29,优,全市平均,17,4,0,21,一级,38,38
--- 更新时间---,2017/10/09-03,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,31.7,普陀监测站,22.0,7.0,201,21.0,16.0,82.0,17.9
－,0.6,34.8,杨浦四漂,28.0,10.0,209,53.0,27.0,40.0,21.0
－,0.7,29.4,卢湾师专附小,29.6,10.0,185,29.0,27.0,53.0,22.4
－,0.6,33.6,*青浦淀山湖,28.5,7.0,203,24.0,26.0,60.0,25.9
－,0.5,29.2,虹口凉城,30.7,11.0,215,40.0,28.0,53.0,19.7
－,0.6,29.9,静安监测站,26.3,11.0,183,30.0,24.0,70.0,20.8
－,0.7,28.9,徐汇上师大,32.9,8.0,207,26.0,30.0,64.0,22.1
－,0.6,29.0,浦东川沙,34.0,24.0,193,90.0,28.0,4.0,19.5
－,0.4,31.7,浦东张江,26.3,7.0,195,35.0,24.0,61.0,21.2
－,0.5,27.8,浦东监测站,21.9,10.0,228,24.0,20.0,72.0,18.8
－,0.5,30.2,全市平均,28.0,10.9,0,38.7,24.9,55.4,20.3
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,22,优,普陀监测站,26,3,201,11,一级,26,23
－,－,7,28,优,杨浦四漂,13,4,209,27,一级,39,39
－,－,8,30,优,卢湾师专附小,17,4,185,15,一级,39,39
－,－,7,29,优,*青浦淀山湖,19,3,203,12,一级,38,38
－,－,6,31,优,虹口凉城,17,4,215,20,一级,40,40
－,－,7,26,优,静安监测站,22,4,183,15,一级,35,35
－,－,8,33,优,徐汇上师大,20,3,207,13,一级,43,43
－,－,7,34,优,浦东川沙,2,9,193,45,一级,45,40
－,－,5,26,优,浦东张江,20,3,195,18,一级,35,35
－,－,6,22,优,浦东监测站,23,4,228,12,一级,29,29
－,－,6,28,优,全市平均,18,4,0,20,一级,36,36
--- 更新时间---,2017/10/09-04,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,30.8,普陀监测站,25.0,8.0,201,19.0,19.0,82.0,16.9
－,0.5,34.5,杨浦四漂,31.8,9.0,209,49.0,29.0,43.0,20.7
－,0.7,29.1,卢湾师专附小,31.8,9.0,185,25.0,29.0,56.0,22.1
－,0.6,32.8,*青浦淀山湖,32.9,7.0,203,26.0,30.0,54.0,25.2
－,0.5,28.5,虹口凉城,26.3,10.0,215,32.0,24.0,60.0,19.0
－,0.6,29.2,静安监测站,27.4,10.0,183,26.0,25.0,71.0,20.2
－,0.7,28.2,徐汇上师大,30.7,8.0,207,24.0,28.0,62.0,21.5
－,0.6,29.2,浦东川沙,38.0,25.0,193,82.0,31.0,6.0,19.5
－,0.4,31.3,浦东张江,31.8,7.0,195,30.0,29.0,66.0,20.9
－,0.5,27.2,浦东监测站,23.0,10.0,228,19.0,20.0,75.0,18.2
－,0.5,29.7,全市平均,29.6,10.7,0,34.0,26.0,57.9,19.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,25,优,普陀监测站,26,3,201,10,一级,28,28
－,－,6,32,优,杨浦四漂,14,3,209,25,一级,42,42
－,－,8,32,优,卢湾师专附小,18,3,185,13,一级,42,42
－,－,7,33,优,*青浦淀山湖,17,3,203,13,一级,43,43
－,－,6,26,优,虹口凉城,19,4,215,16,一级,35,35
－,－,7,28,优,静安监测站,23,4,183,13,一级,36,36
－,－,8,31,优,徐汇上师大,20,3,207,12,一级,40,40
－,－,7,38,优,浦东川沙,2,9,193,41,一级,45,45
－,－,5,32,优,浦东张江,21,3,195,15,一级,42,42
－,－,6,23,优,浦东监测站,24,4,228,10,一级,29,29
－,－,6,30,优,全市平均,19,4,0,17,一级,38,38
--- 更新时间---,2017/10/09-05,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,30.6,普陀监测站,26.0,8.0,201,18.0,23.0,82.0,16.7
－,0.6,34.4,杨浦四漂,36.2,10.0,209,46.0,33.0,44.0,20.6
