time,co,sitename,siteid,no2,pm25
time,co,sitename,siteid,no2,pm25
2017/10/15 16,0.3,普陀监测站,201,22.0,7.3
2017/10/15 16,0.7,杨浦四漂,209,17.0,8.5
2017/10/15 16,0.5,卢湾师专附小,185,21.0,9.7
2017/10/15 16,0.7,*青浦淀山湖,203,25.0,9.5
2017/10/15 16,－,虹口凉城,215,－,11.0
2017/10/15 16,0.6,静安监测站,183,29.0,10.0
2017/10/15 16,0.6,徐汇上师大,207,20.0,9.2
2017/10/15 16,0.5,浦东川沙,193,17.0,8.9
2017/10/15 16,0.4,浦东张江,195,16.0,9.3
2017/10/15 16,0.3,浦东监测站,228,20.0,7.5
2017/10/15 16,0.5,全市平均,0,20.2,9.0
time,co,sitename,siteid,no2,pm25
2017/10/15 17,0.4,普陀监测站,201,21.0,6.8
2017/10/15 17,0.8,杨浦四漂,209,14.0,8.4
2017/10/15 17,0.6,卢湾师专附小,185,19.0,9.2
2017/10/15 17,0.5,*青浦淀山湖,203,22.0,9.1
2017/10/15 17,－,虹口凉城,215,－,－
2017/10/15 17,0.7,静安监测站,183,27.0,9.7
2017/10/15 17,0.7,徐汇上师大,207,26.0,9.0
2017/10/15 17,0.6,浦东川沙,193,17.0,8.5
2017/10/15 17,0.5,浦东张江,195,21.0,9.2
2017/10/15 17,0.4,浦东监测站,228,18.0,7.3
2017/10/15 17,0.6,全市平均,0,20.4,8.5
time,co,sitename,siteid,no2,pm25
2017/10/15 18,0.4,普陀监测站,201,21.0,6.6
2017/10/15 18,0.8,杨浦四漂,209,14.0,8.4
2017/10/15 18,0.7,卢湾师专附小,185,21.0,9.0
2017/10/15 18,0.4,*青浦淀山湖,203,18.0,8.8
2017/10/15 18,0.6,虹口凉城,215,－,11.6
2017/10/15 18,0.7,静安监测站,183,24.0,9.4
2017/10/15 18,0.7,徐汇上师大,207,21.0,9.1
2017/10/15 18,0.6,浦东川沙,193,16.0,8.4
2017/10/15 18,0.5,浦东张江,195,18.0,8.9
2017/10/15 18,0.4,浦东监测站,228,17.0,7.1
2017/10/15 18,0.6,全市平均,0,19.0,8.7
time,co,sitename,siteid,no2,pm25
2017/10/15 19,0.4,普陀监测站,201,18.0,6.6
2017/10/15 19,0.8,杨浦四漂,209,13.0,8.3
2017/10/15 19,0.7,卢湾师专附小,185,23.0,9.0
2017/10/15 19,0.5,*青浦淀山湖,203,18.0,8.7
2017/10/15 19,0.7,虹口凉城,215,16.0,11.3
2017/10/15 19,0.6,静安监测站,183,23.0,9.3
2017/10/15 19,0.7,徐汇上师大,207,22.0,9.0
2017/10/15 19,0.6,浦东川沙,193,16.0,8.2
2017/10/15 19,0.4,浦东张江,195,17.0,8.5
2017/10/15 19,0.4,浦东监测站,228,16.0,6.9
2017/10/15 19,0.6,全市平均,0,18.2,8.5
time,co,sitename,siteid,no2,pm25
2017/10/15 20,0.3,普陀监测站,201,16.0,6.6
2017/10/15 20,0.6,杨浦四漂,209,10.0,8.1
2017/10/15 20,0.6,卢湾师专附小,185,20.0,8.6
2017/10/15 20,0.5,*青浦淀山湖,203,16.0,8.6
2017/10/15 20,0.6,虹口凉城,215,16.0,11.6
2017/10/15 20,0.6,静安监测站,183,20.0,9.0
2017/10/15 20,0.7,徐汇上师大,207,18.0,9.0
2017/10/15 20,0.5,浦东川沙,193,13.0,8.0
2017/10/15 20,0.4,浦东张江,195,16.0,8.6
2017/10/15 20,0.4,浦东监测站,228,13.0,6.7
2017/10/15 20,0.5,全市平均,0,15.8,8.4
time,co,sitename,siteid,no2,pm25
2017/10/15 21,0.3,普陀监测站,201,16.0,6.1
2017/10/15 21,0.6,杨浦四漂,209,11.0,7.7
2017/10/15 21,0.6,卢湾师专附小,185,22.0,8.3
2017/10/15 21,0.4,*青浦淀山湖,203,14.0,8.5
2017/10/15 21,0.6,虹口凉城,215,20.0,11.9
2017/10/15 21,0.6,静安监测站,183,21.0,8.8
2017/10/15 21,0.7,徐汇上师大,207,21.0,8.9
2017/10/15 21,0.5,浦东川沙,193,12.0,7.7
2017/10/15 21,0.4,浦东张江,195,17.0,8.3
2017/10/15 21,0.4,浦东监测站,228,12.0,6.4
2017/10/15 21,0.5,全市平均,0,16.9,8.2
time,co,sitename,siteid,no2,pm25
2017/10/15 22,0.3,普陀监测站,201,16.0,5.8
2017/10/15 22,0.6,杨浦四漂,209,9.0,7.6
2017/10/15 22,0.6,卢湾师专附小,185,17.0,8.0
2017/10/15 22,0.4,*青浦淀山湖,203,14.0,8.3
2017/10/15 22,0.6,虹口凉城,215,15.0,10.9
2017/10/15 22,0.6,静安监测站,183,19.0,8.5
2017/10/15 22,0.7,徐汇上师大,207,22.0,8.5
2017/10/15 22,0.5,浦东川沙,193,12.0,7.2
2017/10/15 22,0.4,浦东张江,195,16.0,8.0
2017/10/15 22,0.4,浦东监测站,228,12.0,6.1
2017/10/15 22,0.5,全市平均,0,15.3,7.8
time,co,sitename,siteid,no2,pm25
2017/10/15 23,0.3,普陀监测站,201,13.0,5.5
2017/10/15 23,0.6,杨浦四漂,209,8.0,7.4
2017/10/15 23,0.5,卢湾师专附小,185,12.0,7.8
2017/10/15 23,0.4,*青浦淀山湖,203,13.0,8.0
2017/10/15 23,0.6,虹口凉城,215,14.0,10.6
2017/10/15 23,0.6,静安监测站,183,20.0,8.2
2017/10/15 23,0.6,徐汇上师大,207,19.0,8.3
2017/10/15 23,0.5,浦东川沙,193,11.0,6.9
2017/10/15 23,0.4,浦东张江,195,14.0,8.0
2017/10/15 23,0.4,浦东监测站,228,10.0,5.8
2017/10/15 23,0.5,全市平均,0,13.4,7.6
