--- 更新时间---,2017/09/30-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,54.7,普陀监测站,53.0,7.0,201,35.0,18.0,97.0,18.4
－,0.7,58.2,杨浦四漂,59.0,8.0,209,48.0,21.0,83.0,17.0
－,0.7,43.2,卢湾师专附小,54.0,8.0,185,51.0,28.0,64.0,19.7
－,0.6,52.7,*青浦淀山湖,48.0,7.0,203,62.0,29.0,34.0,30.6
－,0.5,40.0,虹口凉城,36.0,12.0,215,31.0,17.0,99.0,15.8
－,0.7,39.1,静安监测站,40.0,10.0,183,43.0,24.0,83.0,17.5
－,0.7,41.1,徐汇上师大,48.0,10.0,207,57.0,27.0,58.0,20.6
－,0.5,43.1,浦东川沙,40.0,6.0,193,28.0,22.0,96.0,18.4
－,0.5,45.0,浦东张江,52.0,6.0,195,36.0,21.0,79.0,19.2
－,0.5,40.5,浦东监测站,50.0,8.0,228,45.0,20.0,76.0,13.7
－,0.6,44.9,全市平均,48.0,8.3,0,41.6,22.0,81.7,17.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,5,52,良,普陀监测站,31,3,201,18,二级,52,26
－,PM10,8,55,良,杨浦四漂,26,3,209,24,二级,55,30
－,PM10,8,52,良,卢湾师专附小,20,3,185,26,二级,52,40
－,－,7,48,优,*青浦淀山湖,11,3,203,31,一级,48,42
－,－,6,36,优,虹口凉城,31,5,215,16,一级,36,25
－,－,8,40,优,静安监测站,26,4,183,22,一级,40,35
－,－,8,48,优,徐汇上师大,19,4,207,29,一级,48,39
－,－,6,40,优,浦东川沙,30,3,193,14,一级,40,32
－,PM10,6,51,良,浦东张江,25,3,195,18,二级,51,30
－,－,6,50,优,浦东监测站,24,3,228,23,一级,50,29
－,－,7,48,优,全市平均,26,3,0,21,一级,48,32
--- 更新时间---,2017/09/30-01,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,53.8,普陀监测站,50.0,8.0,201,35.0,21.0,88.0,18.1
－,0.7,57.6,杨浦四漂,56.0,7.0,209,49.0,21.0,75.0,17.2
－,0.6,43.0,卢湾师专附小,43.0,8.0,185,42.0,22.0,68.0,19.9
－,0.6,52.2,*青浦淀山湖,46.0,6.0,203,63.0,33.0,21.0,30.0
－,0.5,39.6,虹口凉城,39.0,11.0,215,29.0,14.0,92.0,15.7
－,0.6,38.8,静安监测站,39.0,10.0,183,38.0,24.0,81.0,17.7
－,0.7,41.2,徐汇上师大,47.0,11.0,207,41.0,25.0,66.0,20.9
－,0.5,42.9,浦东川沙,34.0,6.0,193,24.0,18.0,96.0,18.5
－,0.5,44.7,浦东张江,45.0,5.0,195,35.0,32.0,72.0,19.3
－,0.5,40.3,浦东监测站,42.0,7.0,228,36.0,23.0,81.0,13.8
－,0.6,44.6,全市平均,43.9,8.1,0,36.6,22.2,79.9,17.9
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,50,优,普陀监测站,28,3,201,18,一级,50,30
－,PM10,8,53,良,杨浦四漂,24,3,209,25,二级,53,30
－,－,7,43,优,卢湾师专附小,22,3,185,21,一级,43,32
－,－,7,46,优,*青浦淀山湖,7,3,203,32,一级,48,48
－,－,6,39,优,虹口凉城,29,4,215,15,一级,39,20
－,－,7,39,优,静安监测站,26,4,183,19,一级,39,35
－,－,8,47,优,徐汇上师大,21,4,207,21,一级,47,36
－,－,6,34,优,浦东川沙,30,3,193,12,一级,34,26
－,－,6,45,优,浦东张江,23,2,195,18,一级,46,46
－,－,6,42,优,浦东监测站,26,3,228,18,一级,42,33
－,－,6,44,优,全市平均,25,3,0,19,一级,44,32
--- 更新时间---,2017/09/30-02,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,52.3,普陀监测站,39.0,7.0,201,25.0,22.0,99.0,18.0
－,0.7,56.5,杨浦四漂,49.0,7.0,209,38.0,19.0,84.0,17.1
－,0.6,42.5,卢湾师专附小,33.0,8.0,185,37.0,17.0,72.0,19.5
－,0.6,51.7,*青浦淀山湖,42.0,6.0,203,52.0,34.0,31.0,29.8
－,0.5,39.0,虹口凉城,31.0,11.0,215,26.0,16.0,91.0,15.8
－,0.6,38.3,静安监测站,29.0,10.0,183,31.0,23.0,87.0,17.8
－,0.6,40.8,徐汇上师大,37.0,10.0,207,34.0,27.0,67.0,21.0
－,0.4,42.0,浦东川沙,21.0,6.0,193,24.0,18.0,92.0,18.4
－,0.4,43.7,浦东张江,23.0,5.0,195,24.0,21.0,91.0,19.3
－,0.5,39.2,浦东监测站,19.0,7.0,228,28.0,17.0,93.0,13.7
－,0.5,43.8,全市平均,31.2,7.9,0,29.7,20.0,86.2,17.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,39,优,普陀监测站,31,3,201,13,一级,39,32
－,－,8,49,优,杨浦四漂,27,3,209,19,一级,49,28
－,－,7,33,优,卢湾师专附小,23,3,185,19,一级,33,25
－,－,7,42,优,*青浦淀山湖,10,3,203,26,一级,49,49
－,－,6,31,优,虹口凉城,29,4,215,13,一级,31,23
－,－,7,29,优,静安监测站,28,4,183,16,一级,33,33
－,－,7,37,优,徐汇上师大,21,4,207,17,一级,39,39
－,－,5,21,优,浦东川沙,29,3,193,12,一级,29,26
－,－,5,23,优,浦东张江,29,2,195,12,一级,30,30
－,－,6,19,优,浦东监测站,30,3,228,14,一级,30,25
－,－,6,31,优,全市平均,27,3,0,15,一级,31,29
--- 更新时间---,2017/09/30-03,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,50.6,普陀监测站,28.0,7.0,201,23.0,18.0,97.0,17.6
－,0.6,55.8,杨浦四漂,46.0,7.0,209,40.0,15.0,78.0,16.9
－,0.6,41.7,卢湾师专附小,20.0,8.0,185,33.0,17.0,75.0,19.3
－,0.6,50.6,*青浦淀山湖,38.0,6.0,203,54.0,33.0,20.0,29.1
－,0.4,38.3,虹口凉城,26.0,11.0,215,23.0,15.0,90.0,15.7
－,0.6,37.6,静安监测站,25.0,10.0,183,32.0,20.0,84.0,18.0
－,0.6,40.3,徐汇上师大,32.0,10.0,207,36.0,25.0,63.0,21.0
－,0.5,41.6,浦东川沙,30.0,7.0,193,40.0,16.0,68.0,18.3
－,0.4,43.0,浦东张江,28.0,4.0,195,22.0,18.0,95.0,19.3
－,0.4,38.4,浦东监测站,22.0,7.0,228,19.0,13.0,102.0,13.6
－,0.5,43.0,全市平均,28.6,7.9,0,29.8,17.4,83.6,17.7
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,28,优,普陀监测站,31,3,201,12,一级,31,26
－,－,7,46,优,杨浦四漂,25,3,209,20,一级,46,22
－,－,7,20,优,卢湾师专附小,24,3,185,17,一级,25,25
－,－,7,38,优,*青浦淀山湖,7,3,203,27,一级,48,48
－,－,5,26,优,虹口凉城,29,4,215,12,一级,29,22
－,－,7,25,优,静安监测站,27,4,183,16,一级,29,29
－,－,7,32,优,徐汇上师大,20,4,207,18,一级,36,36
－,－,6,30,优,浦东川沙,22,3,193,20,一级,30,23
－,－,5,28,优,浦东张江,30,2,195,11,一级,30,26
－,－,5,22,优,浦东监测站,32,3,228,10,一级,32,19
－,－,6,29,优,全市平均,27,3,0,15,一级,29,25
--- 更新时间---,2017/09/30-04,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,49.5,普陀监测站,41.0,7.0,201,25.0,13.0,91.0,16.8
－,0.6,54.9,杨浦四漂,39.0,7.0,209,45.0,16.0,65.0,16.7
－,0.6,41.1,卢湾师专附小,25.0,8.0,185,31.0,20.0,72.0,19.5
－,0.6,49.1,*青浦淀山湖,33.0,6.0,203,40.0,31.0,42.0,28.4
－,0.5,38.1,虹口凉城,33.0,11.0,215,31.0,17.0,71.0,15.4
－,0.6,37.3,静安监测站,32.0,9.0,183,32.0,20.0,82.0,17.9
－,0.6,39.9,徐汇上师大,30.0,9.0,207,36.0,21.0,60.0,20.8
－,0.5,41.6,浦东川沙,39.0,8.0,193,80.0,20.0,19.0,18.5
－,0.4,43.0,浦东张江,41.0,5.0,195,21.0,13.0,81.0,19.2
－,0.5,38.4,浦东监测站,36.0,7.0,228,21.0,15.0,93.0,13.6
－,0.5,42.6,全市平均,35.1,7.9,0,35.8,17.2,70.4,17.6
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,41,优,普陀监测站,29,3,201,13,一级,41,19
－,－,7,39,优,杨浦四漂,21,3,209,23,一级,39,23
－,－,7,25,优,卢湾师专附小,23,3,185,16,一级,29,29
－,－,7,33,优,*青浦淀山湖,14,3,203,20,一级,45,45
－,－,6,33,优,虹口凉城,23,4,215,16,一级,33,25
－,－,7,32,优,静安监测站,26,3,183,16,一级,32,29
－,－,7,30,优,徐汇上师大,19,3,207,18,一级,30,30
－,－,6,39,优,浦东川沙,6,3,193,40,一级,40,29
－,－,5,41,优,浦东张江,26,2,195,11,一级,41,19
－,－,6,36,优,浦东监测站,30,3,228,11,一级,36,22
