time,co,sitename,siteid,no2,pm25
2017/10/19 11,1.2,*青浦淀山湖,203,44.0,30.6
2017/10/19 11,1.5,虹口凉城,215,63.0,25.7
2017/10/19 11,0.9,静安监测站,183,45.0,25.3
2017/10/19 11,0.8,徐汇上师大,207,37.0,25.7
2017/10/19 11,0.6,浦东川沙,193,32.0,20.6
2017/10/19 11,0.5,浦东张江,195,40.0,21.3
2017/10/19 11,0.6,浦东监测站,228,35.0,20.1
2017/10/19 11,0.8,全市平均,0,41.3,22.9
time,co,sitename,siteid,no2,pm25
2017/10/19 12,0.6,普陀监测站,201,33.0,22.8
2017/10/19 12,0.7,杨浦四漂,209,27.0,21.0
2017/10/19 12,1.3,卢湾师专附小,185,50.0,25.6
2017/10/19 12,1.3,*青浦淀山湖,203,49.0,31.7
2017/10/19 12,1.2,虹口凉城,215,54.0,25.8
2017/10/19 12,1.0,静安监测站,183,41.0,25.9
2017/10/19 12,0.9,徐汇上师大,207,28.0,26.0
2017/10/19 12,－,浦东川沙,193,28.0,20.9
2017/10/19 12,0.5,浦东张江,195,34.0,21.5
2017/10/19 12,0.5,浦东监测站,228,29.0,20.1
2017/10/19 12,0.8,全市平均,0,36.0,23.2
time,co,sitename,siteid,no2,pm25
2017/10/19 13,0.6,普陀监测站,201,28.0,23.6
2017/10/19 13,0.7,杨浦四漂,209,22.0,21.6
2017/10/19 13,1.2,卢湾师专附小,185,44.0,26.3
2017/10/19 13,1.2,*青浦淀山湖,203,43.0,32.7
2017/10/19 13,1.1,虹口凉城,215,－,25.8
2017/10/19 13,0.9,静安监测站,183,37.0,26.6
2017/10/19 13,0.9,徐汇上师大,207,27.0,26.5
2017/10/19 13,0.6,浦东川沙,193,24.0,21.3
2017/10/19 13,0.5,浦东张江,195,28.0,22.0
2017/10/19 13,0.5,浦东监测站,228,24.0,20.3
2017/10/19 13,0.8,全市平均,0,29.2,23.7
time,co,sitename,siteid,no2,pm25
2017/10/19 14,0.4,普陀监测站,201,27.0,23.8
2017/10/19 14,－,杨浦四漂,209,－,21.6
2017/10/19 14,1.1,卢湾师专附小,185,40.0,27.0
2017/10/19 14,1,*青浦淀山湖,203,32.0,33.2
2017/10/19 14,－,虹口凉城,215,51.0,26.8
2017/10/19 14,0.7,静安监测站,183,30.0,27.2
2017/10/19 14,0.7,徐汇上师大,207,21.0,27.2
2017/10/19 14,0.6,浦东川沙,193,31.0,21.8
2017/10/19 14,0.4,浦东张江,195,27.0,22.4
2017/10/19 14,0.5,浦东监测站,228,28.0,20.7
2017/10/19 14,0.6,全市平均,0,31.9,24.3
time,co,sitename,siteid,no2,pm25
2017/10/19 15,0.3,普陀监测站,201,23.0,23.7
2017/10/19 15,0.7,杨浦四漂,209,23.0,22.6
2017/10/19 15,0.9,卢湾师专附小,185,30.0,27.2
2017/10/19 15,1.0,*青浦淀山湖,203,32.0,33.0
2017/10/19 15,1.0,虹口凉城,215,47.0,26.4
2017/10/19 15,0.7,静安监测站,183,26.0,27.3
2017/10/19 15,0.6,徐汇上师大,207,17.0,27.4
2017/10/19 15,0.6,浦东川沙,193,34.0,22.1
2017/10/19 15,0.4,浦东张江,195,25.0,22.7
2017/10/19 15,0.5,浦东监测站,228,28.0,21.2
2017/10/19 15,0.6,全市平均,0,28.1,24.5
time,co,sitename,siteid,no2,pm25
2017/10/19 16,0.4,普陀监测站,201,28.0,23.8
2017/10/19 16,0.7,杨浦四漂,209,30.0,22.4
2017/10/19 16,0.9,卢湾师专附小,185,35.0,27.2
2017/10/19 16,1.0,*青浦淀山湖,203,39.0,33.0
2017/10/19 16,0.8,虹口凉城,215,49.0,26.7
2017/10/19 16,0.7,静安监测站,183,34.0,27.2
2017/10/19 16,0.7,徐汇上师大,207,23.0,27.2
2017/10/19 16,0.6,浦东川沙,193,36.0,22.1
2017/10/19 16,0.4,浦东张江,195,30.0,22.8
2017/10/19 16,－,浦东监测站,228,33.0,21.1
2017/10/19 16,0.7,全市平均,0,33.1,24.5
time,co,sitename,siteid,no2,pm25
2017/10/19 17,0.4,普陀监测站,201,38.0,23.8
2017/10/19 17,0.8,杨浦四漂,209,42.0,22.8
2017/10/19 17,1.0,卢湾师专附小,185,46.0,27.5
2017/10/19 17,1.0,*青浦淀山湖,203,41.0,33.3
2017/10/19 17,0.7,虹口凉城,215,43.0,26.9
2017/10/19 17,0.9,静安监测站,183,46.0,27.3
2017/10/19 17,0.9,徐汇上师大,207,34.0,27.3
2017/10/19 17,0.6,浦东川沙,193,41.0,22.0
2017/10/19 17,0.5,浦东张江,195,43.0,22.6
2017/10/19 17,－,浦东监测站,228,41.0,－
2017/10/19 17,0.7,全市平均,0,41.6,25.0
time,co,sitename,siteid,no2,pm25
2017/10/19 18,0.5,普陀监测站,201,41.0,24.0
2017/10/19 18,0.7,杨浦四漂,209,38.0,23.0
2017/10/19 18,0.9,卢湾师专附小,185,43.0,27.8
2017/10/19 18,0.7,*青浦淀山湖,203,37.0,33.8
2017/10/19 18,0.8,虹口凉城,215,49.0,27.9
2017/10/19 18,0.9,静安监测站,183,58.0,27.6
2017/10/19 18,0.9,徐汇上师大,207,44.0,27.7
2017/10/19 18,0.6,浦东川沙,193,41.0,21.9
2017/10/19 18,0.4,浦东张江,195,41.0,22.5
2017/10/19 18,0.5,浦东监测站,228,49.0,21.3
2017/10/19 18,0.7,全市平均,0,44.9,24.9
time,co,sitename,siteid,no2,pm25
2017/10/19 19,0.6,普陀监测站,201,46.0,24.1
2017/10/19 19,0.7,杨浦四漂,209,26.0,22.8
2017/10/19 19,0.8,卢湾师专附小,185,43.0,28.0
2017/10/19 19,0.7,*青浦淀山湖,203,44.0,34.0
2017/10/19 19,0.7,虹口凉城,215,47.0,28.3
2017/10/19 19,0.7,静安监测站,183,35.0,27.8
2017/10/19 19,0.7,徐汇上师大,207,32.0,28.2
2017/10/19 19,0.5,浦东川沙,193,22.0,21.5
2017/10/19 19,0.4,浦东张江,195,33.0,22.2
2017/10/19 19,0.5,浦东监测站,228,37.0,20.9
2017/10/19 19,0.6,全市平均,0,35.7,24.8
time,co,sitename,siteid,no2,pm25
2017/10/19 20,0.6,普陀监测站,201,46.0,23.6
2017/10/19 20,0.7,杨浦四漂,209,24.0,22.5
2017/10/19 20,0.8,卢湾师专附小,185,35.0,27.6
2017/10/19 20,0.7,*青浦淀山湖,203,47.0,34.8
2017/10/19 20,0.7,虹口凉城,215,40.0,28.5
2017/10/19 20,0.6,静安监测站,183,31.0,27.4
2017/10/19 20,0.7,徐汇上师大,207,28.0,28.2
2017/10/19 20,0.5,浦东川沙,193,29.0,21.0
2017/10/19 20,0.4,浦东张江,195,30.0,21.8
2017/10/19 20,0.5,浦东监测站,228,33.0,20.7
2017/10/19 20,0.6,全市平均,0,32.9,24.6
time,co,sitename,siteid,no2,pm25
2017/10/19 21,0.4,普陀监测站,201,32.0,23.5
2017/10/19 21,0.7,杨浦四漂,209,25.0,22.5
2017/10/19 21,0.7,卢湾师专附小,185,38.0,27.4
2017/10/19 21,0.7,*青浦淀山湖,203,47.0,35.5
2017/10/19 21,0.7,虹口凉城,215,36.0,28.6
2017/10/19 21,0.6,静安监测站,183,36.0,27.0
2017/10/19 21,0.6,徐汇上师大,207,30.0,27.9
2017/10/19 21,0.5,浦东川沙,193,28.0,20.7
2017/10/19 21,0.4,浦东张江,195,25.0,21.4
2017/10/19 21,0.5,浦东监测站,228,35.0,20.6
2017/10/19 21,0.6,全市平均,0,31.7,24.4
time,co,sitename,siteid,no2,pm25
2017/10/19 22,0.5,普陀监测站,201,41.0,23.3
2017/10/19 22,0.7,杨浦四漂,209,40.0,22.9
2017/10/19 22,0.7,卢湾师专附小,185,41.0,27.6
2017/10/19 22,0.6,*青浦淀山湖,203,34.0,36.0
2017/10/19 22,0.7,虹口凉城,215,42.0,28.7
2017/10/19 22,0.6,静安监测站,183,30.0,26.8
2017/10/19 22,0.6,徐汇上师大,207,28.0,27.7
2017/10/19 22,0.5,浦东川沙,193,29.0,20.6
2017/10/19 22,0.4,浦东张江,195,38.0,21.5
2017/10/19 22,0.5,浦东监测站,228,41.0,21.0
2017/10/19 22,0.6,全市平均,0,36.7,24.5
time,co,sitename,siteid,no2,pm25
2017/10/19 23,0.4,普陀监测站,201,37.0,23.2
2017/10/19 23,0.6,杨浦四漂,209,29.0,23.3
2017/10/19 23,0.7,卢湾师专附小,185,34.0,27.8
2017/10/19 23,0.6,*青浦淀山湖,203,29.0,36.4
2017/10/19 23,0.7,虹口凉城,215,40.0,28.5
2017/10/19 23,0.7,静安监测站,183,35.0,26.9
2017/10/19 23,0.7,徐汇上师大,207,26.0,27.7
2017/10/19 23,0.5,浦东川沙,193,24.0,20.5
2017/10/19 23,0.4,浦东张江,195,38.0,21.5
2017/10/19 23,0.4,浦东监测站,228,48.0,21.5
2017/10/19 23,0.6,全市平均,0,34.6,24.5
