time,co,sitename,siteid,no2,pm25
2017/10/20 03,0.6,杨浦四漂,209,32.0,24.2
2017/10/20 03,0.7,卢湾师专附小,185,21.0,28.2
2017/10/20 03,0.5,*青浦淀山湖,203,33.0,37.8
2017/10/20 03,0.6,虹口凉城,215,25.0,29.5
2017/10/20 03,0.8,静安监测站,183,34.0,27.5
2017/10/20 03,0.8,徐汇上师大,207,23.0,28.0
2017/10/20 03,0.5,浦东川沙,193,44.0,20.8
2017/10/20 03,0.4,浦东张江,195,28.0,23.1
2017/10/20 03,0.3,浦东监测站,228,25.0,22.5
2017/10/20 03,0.6,全市平均,0,28.7,25.4
time,co,sitename,siteid,no2,pm25
2017/10/20 04,0.4,普陀监测站,201,22.0,24.6
2017/10/20 04,0.6,杨浦四漂,209,26.0,24.2
2017/10/20 04,0.6,卢湾师专附小,185,19.0,28.2
2017/10/20 04,0.5,*青浦淀山湖,203,36.0,38.0
2017/10/20 04,0.6,虹口凉城,215,22.0,29.7
2017/10/20 04,0.8,静安监测站,183,33.0,27.5
2017/10/20 04,0.8,徐汇上师大,207,21.0,28.2
2017/10/20 04,0.5,浦东川沙,193,36.0,21.0
2017/10/20 04,0.4,浦东张江,195,27.0,23.2
2017/10/20 04,0.3,浦东监测站,228,21.0,22.8
2017/10/20 04,0.5,全市平均,0,25.2,25.4
time,co,sitename,siteid,no2,pm25
2017/10/20 05,0.4,普陀监测站,201,28.0,24.6
2017/10/20 05,0.6,杨浦四漂,209,18.0,24.2
2017/10/20 05,0.7,卢湾师专附小,185,20.0,28.1
2017/10/20 05,0.5,*青浦淀山湖,203,35.0,38.2
2017/10/20 05,0.6,虹口凉城,215,25.0,29.2
2017/10/20 05,0.7,静安监测站,183,36.0,27.5
2017/10/20 05,0.7,徐汇上师大,207,20.0,28.3
2017/10/20 05,0.5,浦东川沙,193,37.0,20.9
2017/10/20 05,0.4,浦东张江,195,30.0,23.1
2017/10/20 05,0.4,浦东监测站,228,19.0,23.0
2017/10/20 05,0.6,全市平均,0,25.9,25.4
time,co,sitename,siteid,no2,pm25
2017/10/20 06,0.4,普陀监测站,201,31.0,24.5
2017/10/20 06,0.6,杨浦四漂,209,26.0,24.2
2017/10/20 06,0.7,卢湾师专附小,185,24.0,28.0
2017/10/20 06,0.5,*青浦淀山湖,203,38.0,37.7
2017/10/20 06,0.6,虹口凉城,215,31.0,29.3
2017/10/20 06,0.8,静安监测站,183,42.0,27.6
2017/10/20 06,0.8,徐汇上师大,207,26.0,28.2
2017/10/20 06,0.5,浦东川沙,193,43.0,21.4
2017/10/20 06,0.4,浦东张江,195,34.0,23.3
2017/10/20 06,0.4,浦东监测站,228,23.0,23.0
2017/10/20 06,0.6,全市平均,0,31.1,25.5
time,co,sitename,siteid,no2,pm25
2017/10/20 07,0.4,普陀监测站,201,40.0,24.0
2017/10/20 07,0.7,杨浦四漂,209,38.0,24.2
2017/10/20 07,0.7,卢湾师专附小,185,31.0,28.0
2017/10/20 07,0.6,*青浦淀山湖,203,40.0,36.9
2017/10/20 07,0.7,虹口凉城,215,53.0,29.1
2017/10/20 07,0.8,静安监测站,183,50.0,27.3
2017/10/20 07,0.8,徐汇上师大,207,36.0,28.0
2017/10/20 07,0.6,浦东川沙,193,42.0,21.5
2017/10/20 07,0.4,浦东张江,195,36.0,23.5
2017/10/20 07,0.4,浦东监测站,228,34.0,23.0
2017/10/20 07,0.6,全市平均,0,40.0,25.4
time,co,sitename,siteid,no2,pm25
2017/10/20 08,0.6,普陀监测站,201,51.0,23.5
2017/10/20 08,0.8,杨浦四漂,209,33.0,23.7
2017/10/20 08,0.8,卢湾师专附小,185,37.0,27.4
2017/10/20 08,0.6,*青浦淀山湖,203,42.0,36.0
2017/10/20 08,0.9,虹口凉城,215,60.0,28.4
2017/10/20 08,1.0,静安监测站,183,61.0,27.0
2017/10/20 08,0.9,徐汇上师大,207,45.0,27.7
2017/10/20 08,0.6,浦东川沙,193,53.0,21.5
2017/10/20 08,0.4,浦东张江,195,44.0,23.3
2017/10/20 08,0.4,浦东监测站,228,39.0,22.5
2017/10/20 08,0.7,全市平均,0,47.0,25.0
time,co,sitename,siteid,no2,pm25
2017/10/20 09,0.8,普陀监测站,201,53.0,23.3
2017/10/20 09,0.8,杨浦四漂,209,39.0,23.1
2017/10/20 09,0.8,卢湾师专附小,185,38.0,27.0
2017/10/20 09,0.6,*青浦淀山湖,203,40.0,35.5
2017/10/20 09,0.8,虹口凉城,215,49.0,27.8
2017/10/20 09,1.1,静安监测站,183,59.0,26.7
2017/10/20 09,1.0,徐汇上师大,207,43.0,27.5
2017/10/20 09,0.6,浦东川沙,193,44.0,21.7
2017/10/20 09,0.5,浦东张江,195,50.0,23.3
2017/10/20 09,0.5,浦东监测站,228,41.0,21.8
2017/10/20 09,0.8,全市平均,0,46.2,24.6
time,co,sitename,siteid,no2,pm25
2017/10/20 10,0.5,普陀监测站,201,36.0,23.0
2017/10/20 10,0.7,杨浦四漂,209,38.0,23.1
2017/10/20 10,0.8,卢湾师专附小,185,34.0,26.4
2017/10/20 10,0.6,*青浦淀山湖,203,28.0,34.8
2017/10/20 10,0.7,虹口凉城,215,37.0,27.0
2017/10/20 10,0.7,静安监测站,183,35.0,26.5
2017/10/20 10,0.7,徐汇上师大,207,29.0,27.0
2017/10/20 10,0.5,浦东川沙,193,23.0,21.3
2017/10/20 10,0.5,浦东张江,195,34.0,23.0
2017/10/20 10,0.4,浦东监测站,228,40.0,21.5
2017/10/20 10,0.6,全市平均,0,34.0,24.3
time,co,sitename,siteid,no2,pm25
2017/10/20 11,0.3,普陀监测站,201,24.0,22.4
2017/10/20 11,0.7,杨浦四漂,209,25.0,22.9
2017/10/20 11,0.7,卢湾师专附小,185,30.0,25.9
2017/10/20 11,0.5,*青浦淀山湖,203,18.0,33.5
2017/10/20 11,0.6,虹口凉城,215,26.0,26.2
2017/10/20 11,0.6,静安监测站,183,25.0,25.9
2017/10/20 11,0.6,徐汇上师大,207,20.0,25.9
2017/10/20 11,0.4,浦东川沙,193,16.0,20.8
2017/10/20 11,0.3,浦东张江,195,23.0,22.7
2017/10/20 11,0.4,浦东监测站,228,34.0,21.5
2017/10/20 11,0.5,全市平均,0,24.8,23.8
time,co,sitename,siteid,no2,pm25
2017/10/20 12,0.2,普陀监测站,201,16.0,21.6
2017/10/20 12,0.6,杨浦四漂,209,11.0,－
2017/10/20 12,0.7,卢湾师专附小,185,21.0,24.9
2017/10/20 12,0.4,*青浦淀山湖,203,17.0,32.1
2017/10/20 12,0.5,虹口凉城,215,16.0,26.0
2017/10/20 12,0.5,静安监测站,183,20.0,25.0
2017/10/20 12,0.5,徐汇上师大,207,19.0,25.2
2017/10/20 12,0.4,浦东川沙,193,15.0,19.9
2017/10/20 12,0.3,浦东张江,195,15.0,21.9
2017/10/20 12,0.3,浦东监测站,228,19.0,20.8
2017/10/20 12,0.5,全市平均,0,16.9,23.0
time,co,sitename,siteid,no2,pm25
2017/10/20 13,0.2,普陀监测站,201,16.0,20.7
2017/10/20 13,－,杨浦四漂,209,－,－
2017/10/20 13,0.7,卢湾师专附小,185,21.0,23.9
2017/10/20 13,0.4,*青浦淀山湖,203,13.0,30.6
2017/10/20 13,0.6,虹口凉城,215,18.0,25.3
2017/10/20 13,0.5,静安监测站,183,19.0,23.8
2017/10/20 13,0.5,徐汇上师大,207,12.0,24.2
2017/10/20 13,0.4,浦东川沙,193,14.0,19.2
2017/10/20 13,0.3,浦东张江,195,17.0,21.1
2017/10/20 13,0.3,浦东监测站,228,17.0,20.1
2017/10/20 13,0.5,全市平均,0,16.8,22.2
time,co,sitename,siteid,no2,pm25
2017/10/20 14,0.3,普陀监测站,201,18.0,20.2
2017/10/20 14,0.5,杨浦四漂,209,12.0,20.3
2017/10/20 14,0.7,卢湾师专附小,185,20.0,23.0
2017/10/20 14,0.4,*青浦淀山湖,203,14.0,29.5
2017/10/20 14,0.6,虹口凉城,215,15.0,23.5
2017/10/20 14,0.5,静安监测站,183,18.0,23.0
2017/10/20 14,0.6,徐汇上师大,207,13.0,23.3
2017/10/20 14,0.4,浦东川沙,193,15.0,18.3
2017/10/20 14,0.3,浦东张江,195,17.0,20.2
2017/10/20 14,0.3,浦东监测站,228,17.0,19.2
2017/10/20 14,0.5,全市平均,0,16.1,21.2
time,co,sitename,siteid,no2,pm25
2017/10/20 15,0.3,普陀监测站,201,16.0,20.0
2017/10/20 15,0.5,杨浦四漂,209,12.0,19.9
2017/10/20 15,0.7,卢湾师专附小,185,18.0,22.2
2017/10/20 15,0.4,*青浦淀山湖,203,14.0,29.2
2017/10/20 15,0.6,虹口凉城,215,17.0,23.0
2017/10/20 15,0.5,静安监测站,183,19.0,22.5
2017/10/20 15,0.6,徐汇上师大,207,12.0,22.6
2017/10/20 15,0.4,浦东川沙,193,18.0,17.7
2017/10/20 15,0.3,浦东张江,195,16.0,19.5
2017/10/20 15,0.3,浦东监测站,228,18.0,18.5
2017/10/20 15,0.5,全市平均,0,16.2,20.7
time,co,sitename,siteid,no2,pm25
2017/10/20 16,0.3,普陀监测站,201,20.0,19.5
2017/10/20 16,0.6,杨浦四漂,209,16.0,19.5
2017/10/20 16,0.6,卢湾师专附小,185,15.0,21.5
2017/10/20 16,0.4,*青浦淀山湖,203,12.0,28.6
2017/10/20 16,0.6,虹口凉城,215,20.0,22.0
2017/10/20 16,0.5,静安监测站,183,22.0,22.0
2017/10/20 16,0.6,徐汇上师大,207,15.0,22.3
2017/10/20 16,0.4,浦东川沙,193,17.0,17.2
2017/10/20 16,0.3,浦东张江,195,17.0,19.2
2017/10/20 16,0.3,浦东监测站,228,17.0,18.2
2017/10/20 16,0.5,全市平均,0,17.7,20.1
time,co,sitename,siteid,no2,pm25
2017/10/20 17,0.3,普陀监测站,201,21.0,18.9
2017/10/20 17,0.5,杨浦四漂,209,16.0,18.9
2017/10/20 17,0.7,卢湾师专附小,185,18.0,20.5
2017/10/20 17,－,*青浦淀山湖,203,－,28.3
2017/10/20 17,0.6,虹口凉城,215,21.0,21.3
2017/10/20 17,0.5,静安监测站,183,24.0,21.3
2017/10/20 17,0.6,徐汇上师大,207,20.0,21.6
2017/10/20 17,0.5,浦东川沙,193,19.0,16.8
2017/10/20 17,0.3,浦东张江,195,23.0,18.8
2017/10/20 17,0.3,浦东监测站,228,23.0,17.9
2017/10/20 17,0.5,全市平均,0,20.6,19.5
time,co,sitename,siteid,no2,pm25
2017/10/20 18,0.3,普陀监测站,201,26.0,18.5
2017/10/20 18,0.7,杨浦四漂,209,29.0,18.3
2017/10/20 18,0.7,卢湾师专附小,185,22.0,19.7
2017/10/20 18,－,*青浦淀山湖,203,－,28.0
2017/10/20 18,0.6,虹口凉城,215,31.0,20.2
2017/10/20 18,0.6,静安监测站,183,30.0,20.3
2017/10/20 18,0.6,徐汇上师大,207,29.0,20.6
2017/10/20 18,0.5,浦东川沙,193,26.0,16.5
2017/10/20 18,0.3,浦东张江,195,22.0,18.3
2017/10/20 18,0.3,浦东监测站,228,28.0,17.4
2017/10/20 18,0.5,全市平均,0,27.0,18.8
time,co,sitename,siteid,no2,pm25
2017/10/20 19,0.3,普陀监测站,201,31.0,17.8
2017/10/20 19,0.8,杨浦四漂,209,32.0,18.0
2017/10/20 19,0.8,卢湾师专附小,185,28.0,18.8
2017/10/20 19,0.7,*青浦淀山湖,203,16.0,26.3
2017/10/20 19,0.7,虹口凉城,215,34.0,19.5
2017/10/20 19,0.6,静安监测站,183,35.0,19.6
2017/10/20 19,0.6,徐汇上师大,207,28.0,19.5
2017/10/20 19,0.5,浦东川沙,193,28.0,16.4
2017/10/20 19,0.4,浦东张江,195,24.0,18.0
2017/10/20 19,0.3,浦东监测站,228,32.0,17.0
2017/10/20 19,0.5,全市平均,0,30.2,18.2
time,co,sitename,siteid,no2,pm25
2017/10/20 20,0.3,普陀监测站,201,32.0,17.7
2017/10/20 20,0.7,杨浦四漂,209,37.0,18.0
2017/10/20 20,0.8,卢湾师专附小,185,31.0,18.7
2017/10/20 20,0.7,*青浦淀山湖,203,20.0,25.0
2017/10/20 20,0.7,虹口凉城,215,39.0,19.1
2017/10/20 20,0.6,静安监测站,183,37.0,19.5
2017/10/20 20,0.6,徐汇上师大,207,26.0,18.8
2017/10/20 20,0.5,浦东川沙,193,32.0,16.4
2017/10/20 20,0.4,浦东张江,195,24.0,17.7
2017/10/20 20,0.4,浦东监测站,228,33.0,16.8
2017/10/20 20,0.6,全市平均,0,32.3,18.0
time,co,sitename,siteid,no2,pm25
2017/10/20 21,0.4,普陀监测站,201,34.0,17.6
2017/10/20 21,0.7,杨浦四漂,209,36.0,17.8
2017/10/20 21,0.8,卢湾师专附小,185,39.0,18.5
2017/10/20 21,0.7,*青浦淀山湖,203,23.0,24.4
2017/10/20 21,0.7,虹口凉城,215,50.0,18.9
2017/10/20 21,0.6,静安监测站,183,42.0,19.4
2017/10/20 21,0.6,徐汇上师大,207,28.0,18.5
2017/10/20 21,0.5,浦东川沙,193,30.0,16.4
2017/10/20 21,0.4,浦东张江,195,32.0,17.5
2017/10/20 21,0.4,浦东监测站,228,38.0,16.6
2017/10/20 21,0.6,全市平均,0,36.6,17.9
time,co,sitename,siteid,no2,pm25
2017/10/20 22,0.6,普陀监测站,201,51.0,17.7
2017/10/20 22,0.7,杨浦四漂,209,44.0,17.8
2017/10/20 22,0.8,卢湾师专附小,185,36.0,18.3
2017/10/20 22,0.7,*青浦淀山湖,203,30.0,24.0
2017/10/20 22,0.7,虹口凉城,215,47.0,19.1
2017/10/20 22,0.7,静安监测站,183,40.0,19.5
2017/10/20 22,0.7,徐汇上师大,207,26.0,18.5
2017/10/20 22,0.5,浦东川沙,193,39.0,16.4
2017/10/20 22,0.4,浦东张江,195,34.0,17.2
2017/10/20 22,0.4,浦东监测站,228,38.0,16.3
2017/10/20 22,0.6,全市平均,0,39.4,17.8
time,co,sitename,siteid,no2,pm25
2017/10/20 23,0.6,普陀监测站,201,46.0,18.1
2017/10/20 23,0.7,杨浦四漂,209,43.0,17.9
2017/10/20 23,0.8,卢湾师专附小,185,36.0,18.5
2017/10/20 23,0.7,*青浦淀山湖,203,30.0,23.8
2017/10/20 23,0.6,虹口凉城,215,38.0,19.7
2017/10/20 23,0.9,静安监测站,183,58.0,19.6
2017/10/20 23,0.8,徐汇上师大,207,36.0,18.3
2017/10/20 23,0.5,浦东川沙,193,51.0,16.7
2017/10/20 23,0.4,浦东张江,195,33.0,17.4
2017/10/20 23,0.4,浦东监测站,228,43.0,16.2
2017/10/20 23,0.6,全市平均,0,42.7,18.0
