time,co,sitename,siteid,no2,pm25
2017/10/18 03,0.6,虹口凉城,215,33.0,16.6
2017/10/18 03,0.6,静安监测站,183,31.0,16.9
2017/10/18 03,0.7,徐汇上师大,207,21.0,17.0
2017/10/18 03,0.5,浦东川沙,193,29.0,16.1
2017/10/18 03,0.4,浦东张江,195,37.0,18.6
2017/10/18 03,0.4,浦东监测站,228,26.0,14.7
2017/10/18 03,0.6,全市平均,0,28.8,16.4
time,co,sitename,siteid,no2,pm25
2017/10/18 04,0.4,普陀监测站,201,24.0,13.4
2017/10/18 04,0.6,杨浦四漂,209,25.0,17.1
2017/10/18 04,0.6,卢湾师专附小,185,22.0,17.7
2017/10/18 04,0.6,*青浦淀山湖,203,39.0,17.9
2017/10/18 04,0.7,虹口凉城,215,27.0,16.7
2017/10/18 04,0.6,静安监测站,183,30.0,17.1
2017/10/18 04,0.7,徐汇上师大,207,22.0,17.4
2017/10/18 04,0.5,浦东川沙,193,30.0,16.5
2017/10/18 04,0.4,浦东张江,195,27.0,18.7
2017/10/18 04,0.4,浦东监测站,228,23.0,15.0
2017/10/18 04,0.6,全市平均,0,25.6,16.6
time,co,sitename,siteid,no2,pm25
2017/10/18 05,0.6,普陀监测站,201,34.0,13.7
2017/10/18 05,0.7,杨浦四漂,209,24.0,17.5
2017/10/18 05,0.6,卢湾师专附小,185,22.0,18.0
2017/10/18 05,0.5,*青浦淀山湖,203,37.0,18.0
2017/10/18 05,0.6,虹口凉城,215,31.0,16.9
2017/10/18 05,0.6,静安监测站,183,23.0,17.4
2017/10/18 05,0.7,徐汇上师大,207,15.0,17.8
2017/10/18 05,0.6,浦东川沙,193,26.0,16.6
2017/10/18 05,0.4,浦东张江,195,37.0,18.8
2017/10/18 05,0.4,浦东监测站,228,22.0,15.6
2017/10/18 05,0.6,全市平均,0,26.0,16.9
time,co,sitename,siteid,no2,pm25
2017/10/18 06,0.5,普陀监测站,201,32.0,14.0
2017/10/18 06,0.7,杨浦四漂,209,25.0,17.7
2017/10/18 06,0.6,卢湾师专附小,185,26.0,18.5
2017/10/18 06,0.5,*青浦淀山湖,203,32.0,17.9
2017/10/18 06,0.7,虹口凉城,215,36.0,17.3
2017/10/18 06,0.6,静安监测站,183,29.0,17.6
2017/10/18 06,0.7,徐汇上师大,207,23.0,18.3
2017/10/18 06,0.6,浦东川沙,193,29.0,16.8
2017/10/18 06,0.4,浦东张江,195,35.0,19.1
2017/10/18 06,0.4,浦东监测站,228,28.0,16.0
2017/10/18 06,0.6,全市平均,0,29.2,17.2
time,co,sitename,siteid,no2,pm25
2017/10/18 07,0.4,普陀监测站,201,47.0,14.2
2017/10/18 07,0.7,杨浦四漂,209,32.0,17.7
2017/10/18 07,0.6,卢湾师专附小,185,33.0,18.5
2017/10/18 07,0.5,*青浦淀山湖,203,29.0,17.9
2017/10/18 07,0.7,虹口凉城,215,41.0,17.3
2017/10/18 07,0.7,静安监测站,183,36.0,17.8
2017/10/18 07,0.7,徐汇上师大,207,31.0,18.5
2017/10/18 07,0.6,浦东川沙,193,42.0,16.8
2017/10/18 07,0.4,浦东张江,195,32.0,19.5
2017/10/18 07,0.4,浦东监测站,228,45.0,16.2
2017/10/18 07,0.6,全市平均,0,37.7,17.3
time,co,sitename,siteid,no2,pm25
2017/10/18 08,0.5,普陀监测站,201,52.0,14.0
2017/10/18 08,0.7,杨浦四漂,209,42.0,17.6
2017/10/18 08,0.7,卢湾师专附小,185,43.0,18.3
2017/10/18 08,0.5,*青浦淀山湖,203,31.0,17.8
2017/10/18 08,0.8,虹口凉城,215,64.0,17.3
2017/10/18 08,0.8,静安监测站,183,47.0,17.6
2017/10/18 08,0.8,徐汇上师大,207,43.0,18.3
2017/10/18 08,0.7,浦东川沙,193,45.0,16.6
2017/10/18 08,0.5,浦东张江,195,37.0,19.5
2017/10/18 08,0.4,浦东监测站,228,55.0,16.2
2017/10/18 08,0.7,全市平均,0,47.6,17.3
time,co,sitename,siteid,no2,pm25
2017/10/18 09,0.5,普陀监测站,201,49.0,13.5
2017/10/18 09,0.7,杨浦四漂,209,45.0,17.5
2017/10/18 09,0.8,卢湾师专附小,185,47.0,18.1
2017/10/18 09,0.6,*青浦淀山湖,203,37.0,17.6
2017/10/18 09,0.8,虹口凉城,215,60.0,16.8
2017/10/18 09,0.8,静安监测站,183,49.0,17.4
2017/10/18 09,0.8,徐汇上师大,207,46.0,18.0
2017/10/18 09,0.6,浦东川沙,193,44.0,16.5
2017/10/18 09,0.5,浦东张江,195,41.0,19.2
2017/10/18 09,0.5,浦东监测站,228,46.0,16.0
2017/10/18 09,0.7,全市平均,0,47.4,17.0
time,co,sitename,siteid,no2,pm25
2017/10/18 10,0.5,普陀监测站,201,38.0,13.6
2017/10/18 10,0.8,杨浦四漂,209,44.0,17.5
2017/10/18 10,0.9,卢湾师专附小,185,47.0,－
2017/10/18 10,0.6,*青浦淀山湖,203,35.0,18.0
2017/10/18 10,0.7,虹口凉城,215,36.0,17.0
2017/10/18 10,0.7,静安监测站,183,39.0,17.4
2017/10/18 10,0.8,徐汇上师大,207,38.0,17.8
2017/10/18 10,0.6,浦东川沙,193,32.0,16.5
2017/10/18 10,0.5,浦东张江,195,29.0,19.1
2017/10/18 10,0.5,浦东监测站,228,44.0,16.1
2017/10/18 10,0.7,全市平均,0,38.6,16.9
time,co,sitename,siteid,no2,pm25
2017/10/18 11,0.4,普陀监测站,201,29.0,14.0
2017/10/18 11,0.7,杨浦四漂,209,38.0,17.7
2017/10/18 11,0.8,卢湾师专附小,185,37.0,18.0
2017/10/18 11,0.6,*青浦淀山湖,203,26.0,18.3
2017/10/18 11,0.6,虹口凉城,215,30.0,17.4
2017/10/18 11,0.7,静安监测站,183,31.0,17.8
2017/10/18 11,0.8,徐汇上师大,207,28.0,18.1
2017/10/18 11,0.6,浦东川沙,193,19.0,16.7
2017/10/18 11,0.5,浦东张江,195,29.0,19.6
2017/10/18 11,0.5,浦东监测站,228,33.0,16.5
2017/10/18 11,0.6,全市平均,0,30.4,17.3
time,co,sitename,siteid,no2,pm25
2017/10/18 12,0.4,普陀监测站,201,21.0,14.1
2017/10/18 12,0.7,杨浦四漂,209,28.0,17.8
2017/10/18 12,－,卢湾师专附小,185,－,18.5
2017/10/18 12,0.6,*青浦淀山湖,203,22.0,18.5
2017/10/18 12,0.6,虹口凉城,215,21.0,17.7
2017/10/18 12,0.7,静安监测站,183,25.0,18.2
2017/10/18 12,0.7,徐汇上师大,207,19.0,18.7
2017/10/18 12,0.5,浦东川沙,193,19.0,17.1
2017/10/18 12,0.5,浦东张江,195,22.0,19.9
2017/10/18 12,0.4,浦东监测站,228,28.0,16.9
2017/10/18 12,0.6,全市平均,0,22.9,17.6
time,co,sitename,siteid,no2,pm25
2017/10/18 13,0.4,普陀监测站,201,25.0,14.2
2017/10/18 13,0.7,杨浦四漂,209,28.0,18.2
2017/10/18 13,0.8,卢湾师专附小,185,27.0,18.7
2017/10/18 13,0.6,*青浦淀山湖,203,27.0,18.8
2017/10/18 13,0.7,虹口凉城,215,21.0,18.0
2017/10/18 13,0.7,静安监测站,183,25.0,18.6
2017/10/18 13,0.7,徐汇上师大,207,20.0,19.0
2017/10/18 13,0.5,浦东川沙,193,16.0,17.2
2017/10/18 13,0.5,浦东张江,195,22.0,19.8
2017/10/18 13,0.4,浦东监测站,228,21.0,17.4
2017/10/18 13,0.6,全市平均,0,22.8,17.9
time,co,sitename,siteid,no2,pm25
2017/10/18 14,0.5,普陀监测站,201,29.0,14.7
2017/10/18 14,0.7,杨浦四漂,209,28.0,18.4
2017/10/18 14,0.8,卢湾师专附小,185,29.0,18.9
2017/10/18 14,0.6,*青浦淀山湖,203,23.0,19.3
2017/10/18 14,0.7,虹口凉城,215,32.0,18.6
2017/10/18 14,0.7,静安监测站,183,28.0,18.7
2017/10/18 14,0.7,徐汇上师大,207,19.0,19.0
2017/10/18 14,0.6,浦东川沙,193,18.0,17.4
2017/10/18 14,0.4,浦东张江,195,19.0,20.0
2017/10/18 14,0.4,浦东监测站,228,27.0,17.8
2017/10/18 14,0.6,全市平均,0,25.4,18.2
time,co,sitename,siteid,no2,pm25
2017/10/18 15,0.5,普陀监测站,201,35.0,－
2017/10/18 15,0.7,杨浦四漂,209,30.0,18.6
2017/10/18 15,0.8,卢湾师专附小,185,34.0,19.2
2017/10/18 15,0.5,*青浦淀山湖,203,21.0,20.1
2017/10/18 15,0.7,虹口凉城,215,36.0,19.3
2017/10/18 15,0.9,静安监测站,183,43.0,19.2
2017/10/18 15,0.8,徐汇上师大,207,26.0,19.0
2017/10/18 15,0.6,浦东川沙,193,19.0,17.7
2017/10/18 15,0.4,浦东张江,195,22.0,20.3
2017/10/18 15,0.4,浦东监测站,228,36.0,18.0
2017/10/18 15,0.6,全市平均,0,31.2,18.4
time,co,sitename,siteid,no2,pm25
2017/10/18 16,0.5,普陀监测站,201,42.0,15.0
2017/10/18 16,0.7,杨浦四漂,209,22.0,19.1
2017/10/18 16,0.9,卢湾师专附小,185,46.0,19.7
2017/10/18 16,0.6,*青浦淀山湖,203,26.0,20.9
2017/10/18 16,0.7,虹口凉城,215,35.0,19.5
2017/10/18 16,0.9,静安监测站,183,43.0,19.8
2017/10/18 16,0.9,徐汇上师大,207,37.0,19.5
2017/10/18 16,0.6,浦东川沙,193,37.0,18.0
2017/10/18 16,0.5,浦东张江,195,33.0,20.3
2017/10/18 16,0.4,浦东监测站,228,34.0,18.3
2017/10/18 16,0.7,全市平均,0,36.6,18.8
time,co,sitename,siteid,no2,pm25
2017/10/18 17,0.4,普陀监测站,201,33.0,15.8
2017/10/18 17,0.7,杨浦四漂,209,27.0,19.5
2017/10/18 17,0.8,卢湾师专附小,185,35.0,20.3
2017/10/18 17,0.6,*青浦淀山湖,203,25.0,21.6
2017/10/18 17,0.7,虹口凉城,215,36.0,20.1
2017/10/18 17,0.8,静安监测站,183,36.0,20.4
2017/10/18 17,0.8,徐汇上师大,207,32.0,20.0
2017/10/18 17,0.6,浦东川沙,193,35.0,18.2
2017/10/18 17,0.5,浦东张江,195,38.0,20.7
2017/10/18 17,0.4,浦东监测站,228,28.0,18.6
2017/10/18 17,0.6,全市平均,0,33.3,19.3
time,co,sitename,siteid,no2,pm25
2017/10/18 18,0.4,普陀监测站,201,39.0,16.4
2017/10/18 18,0.8,杨浦四漂,209,40.0,19.9
2017/10/18 18,0.9,卢湾师专附小,185,45.0,21.0
2017/10/18 18,0.6,*青浦淀山湖,203,28.0,22.1
2017/10/18 18,0.8,虹口凉城,215,54.0,20.5
2017/10/18 18,0.8,静安监测站,183,39.0,21.0
2017/10/18 18,0.8,徐汇上师大,207,41.0,20.6
2017/10/18 18,0.6,浦东川沙,193,37.0,18.7
2017/10/18 18,0.5,浦东张江,195,46.0,21.0
2017/10/18 18,0.4,浦东监测站,228,40.0,19.0
2017/10/18 18,0.7,全市平均,0,42.3,19.7
time,co,sitename,siteid,no2,pm25
2017/10/18 19,0.6,普陀监测站,201,51.0,17.2
2017/10/18 19,0.8,杨浦四漂,209,38.0,20.4
2017/10/18 19,0.9,卢湾师专附小,185,49.0,21.6
2017/10/18 19,0.6,*青浦淀山湖,203,28.0,23.0
2017/10/18 19,0.7,虹口凉城,215,45.0,20.9
2017/10/18 19,0.8,静安监测站,183,42.0,21.6
2017/10/18 19,0.8,徐汇上师大,207,41.0,21.1
2017/10/18 19,0.6,浦东川沙,193,33.0,19.2
2017/10/18 19,0.5,浦东张江,195,38.0,21.5
2017/10/18 19,0.4,浦东监测站,228,38.0,19.6
2017/10/18 19,0.7,全市平均,0,41.7,20.3
time,co,sitename,siteid,no2,pm25
2017/10/18 20,0.6,普陀监测站,201,38.0,18.4
2017/10/18 20,0.7,杨浦四漂,209,27.0,20.8
2017/10/18 20,0.9,卢湾师专附小,185,36.0,22.2
2017/10/18 20,0.6,*青浦淀山湖,203,25.0,23.5
2017/10/18 20,0.7,虹口凉城,215,35.0,21.4
2017/10/18 20,0.9,静安监测站,183,38.0,22.4
2017/10/18 20,0.9,徐汇上师大,207,30.0,21.8
2017/10/18 20,0.6,浦东川沙,193,27.0,19.5
2017/10/18 20,0.5,浦东张江,195,29.0,22.0
2017/10/18 20,0.5,浦东监测站,228,35.0,20.2
2017/10/18 20,0.7,全市平均,0,32.8,20.9
time,co,sitename,siteid,no2,pm25
2017/10/18 21,0.5,普陀监测站,201,33.0,19.0
2017/10/18 21,0.7,杨浦四漂,209,28.0,21.0
2017/10/18 21,0.8,卢湾师专附小,185,27.0,22.6
2017/10/18 21,0.5,*青浦淀山湖,203,22.0,23.9
2017/10/18 21,0.6,虹口凉城,215,33.0,22.1
2017/10/18 21,1.1,静安监测站,183,51.0,23.2
2017/10/18 21,1.0,徐汇上师大,207,32.0,22.6
2017/10/18 21,0.6,浦东川沙,193,28.0,19.9
2017/10/18 21,0.4,浦东张江,195,27.0,22.4
2017/10/18 21,0.5,浦东监测站,228,33.0,20.7
2017/10/18 21,0.7,全市平均,0,32.4,21.5
time,co,sitename,siteid,no2,pm25
2017/10/18 22,0.7,普陀监测站,201,45.0,19.2
2017/10/18 22,0.7,杨浦四漂,209,32.0,20.8
2017/10/18 22,0.8,卢湾师专附小,185,36.0,22.8
2017/10/18 22,0.5,*青浦淀山湖,203,23.0,24.1
2017/10/18 22,0.6,虹口凉城,215,44.0,22.5
2017/10/18 22,1.1,静安监测站,183,55.0,23.5
2017/10/18 22,1.0,徐汇上师大,207,34.0,23.0
2017/10/18 22,0.6,浦东川沙,193,26.0,20.3
2017/10/18 22,0.4,浦东张江,195,34.0,22.5
2017/10/18 22,0.5,浦东监测站,228,38.0,20.8
2017/10/18 22,0.7,全市平均,0,38.2,21.7
time,co,sitename,siteid,no2,pm25
2017/10/18 23,0.4,普陀监测站,201,30.0,19.7
2017/10/18 23,0.6,杨浦四漂,209,23.0,20.7
2017/10/18 23,0.7,卢湾师专附小,185,30.0,22.8
2017/10/18 23,0.5,*青浦淀山湖,203,20.0,24.3
2017/10/18 23,0.6,虹口凉城,215,31.0,22.5
2017/10/18 23,1.0,静安监测站,183,45.0,23.6
2017/10/18 23,0.9,徐汇上师大,207,33.0,23.2
2017/10/18 23,0.6,浦东川沙,193,24.0,20.5
2017/10/18 23,0.4,浦东张江,195,34.0,22.7
2017/10/18 23,0.4,浦东监测站,228,32.0,20.7
2017/10/18 23,0.6,全市平均,0,31.3,21.8
