time,co,sitename,siteid,no2,pm25
2017/10/21 06,0.8,徐汇上师大,207,34.0,19.7
2017/10/21 06,0.5,浦东川沙,193,49.0,17.3
2017/10/21 06,0.4,浦东张江,195,31.0,17.3
2017/10/21 06,0.4,浦东监测站,228,22.0,15.8
2017/10/21 06,0.6,全市平均,0,34.9,18.6
time,co,sitename,siteid,no2,pm25
2017/10/21 07,0.5,普陀监测站,201,47.0,19.5
2017/10/21 07,0.7,杨浦四漂,209,36.0,18.7
2017/10/21 07,0.8,卢湾师专附小,185,29.0,19.8
2017/10/21 07,0.9,*青浦淀山湖,203,36.0,26.5
2017/10/21 07,0.8,虹口凉城,215,50.0,18.8
2017/10/21 07,0.8,静安监测站,183,48.0,20.9
2017/10/21 07,0.9,徐汇上师大,207,43.0,20.0
2017/10/21 07,0.6,浦东川沙,193,56.0,17.4
2017/10/21 07,0.4,浦东张江,195,37.0,17.4
2017/10/21 07,0.4,浦东监测站,228,36.0,15.8
2017/10/21 07,0.7,全市平均,0,42.4,18.7
time,co,sitename,siteid,no2,pm25
2017/10/21 08,0.6,普陀监测站,201,56.0,19.9
2017/10/21 08,0.7,杨浦四漂,209,32.0,19.0
2017/10/21 08,0.8,卢湾师专附小,185,30.0,19.9
2017/10/21 08,1.0,*青浦淀山湖,203,42.0,28.2
2017/10/21 08,0.8,虹口凉城,215,35.0,18.3
2017/10/21 08,1,静安监测站,183,53.0,21.0
2017/10/21 08,0.9,徐汇上师大,207,44.0,20.2
2017/10/21 08,0.6,浦东川沙,193,45.0,17.5
2017/10/21 08,0.5,浦东张江,195,36.0,17.6
2017/10/21 08,0.5,浦东监测站,228,32.0,15.8
2017/10/21 08,0.7,全市平均,0,40.3,18.8
time,co,sitename,siteid,no2,pm25
2017/10/21 09,0.7,普陀监测站,201,37.0,20.0
2017/10/21 09,0.8,杨浦四漂,209,21.0,19.4
2017/10/21 09,0.9,卢湾师专附小,185,24.0,19.8
2017/10/21 09,1.0,*青浦淀山湖,203,45.0,29.6
2017/10/21 09,0.8,虹口凉城,215,30.0,18.2
2017/10/21 09,0.8,静安监测站,183,30.0,21.2
2017/10/21 09,0.9,徐汇上师大,207,28.0,20.5
2017/10/21 09,0.6,浦东川沙,193,30.0,17.5
2017/10/21 09,0.5,浦东张江,195,26.0,17.7
2017/10/21 09,0.5,浦东监测站,228,26.0,15.9
2017/10/21 09,0.7,全市平均,0,28.0,18.9
time,co,sitename,siteid,no2,pm25
2017/10/21 10,0.6,普陀监测站,201,23.0,19.8
2017/10/21 10,0.8,杨浦四漂,209,18.0,19.5
2017/10/21 10,0.9,卢湾师专附小,185,19.0,19.9
2017/10/21 10,0.7,*青浦淀山湖,203,20.0,30.4
2017/10/21 10,0.9,虹口凉城,215,26.0,18.6
2017/10/21 10,0.8,静安监测站,183,23.0,21.0
2017/10/21 10,0.8,徐汇上师大,207,12.0,19.7
2017/10/21 10,0.6,浦东川沙,193,24.0,17.7
2017/10/21 10,0.5,浦东张江,195,21.0,18.0
2017/10/21 10,0.6,浦东监测站,228,21.0,16.1
2017/10/21 10,0.7,全市平均,0,20.8,18.9
time,co,sitename,siteid,no2,pm25
2017/10/21 11,0.5,普陀监测站,201,18.0,20.2
2017/10/21 11,0.8,杨浦四漂,209,13.0,19.3
2017/10/21 11,0.9,卢湾师专附小,185,15.0,20.0
2017/10/21 11,0.6,*青浦淀山湖,203,16.0,30.9
2017/10/21 11,0.8,虹口凉城,215,18.0,19.0
2017/10/21 11,0.7,静安监测站,183,22.0,21.4
2017/10/21 11,0.9,徐汇上师大,207,15.0,19.8
2017/10/21 11,0.6,浦东川沙,193,17.0,18.2
2017/10/21 11,0.5,浦东张江,195,13.0,18.5
2017/10/21 11,0.5,浦东监测站,228,19.0,16.3
2017/10/21 11,0.7,全市平均,0,16.7,19.1
time,co,sitename,siteid,no2,pm25
2017/10/21 12,0.5,普陀监测站,201,18.0,20.7
2017/10/21 12,0.8,杨浦四漂,209,12.0,19.4
2017/10/21 12,0.9,卢湾师专附小,185,16.0,20.4
2017/10/21 12,0.6,*青浦淀山湖,203,15.0,31.7
2017/10/21 12,0.8,虹口凉城,215,18.0,19.3
2017/10/21 12,0.7,静安监测站,183,17.0,21.8
2017/10/21 12,0.8,徐汇上师大,207,11.0,20.3
2017/10/21 12,0.7,浦东川沙,193,15.0,18.8
2017/10/21 12,0.5,浦东张江,195,13.0,18.8
2017/10/21 12,0.5,浦东监测站,228,14.0,16.7
2017/10/21 12,0.7,全市平均,0,14.9,19.5
time,co,sitename,siteid,no2,pm25
2017/10/21 13,0.7,普陀监测站,201,17.0,21.2
2017/10/21 13,0.9,杨浦四漂,209,13.0,19.9
2017/10/21 13,1.0,卢湾师专附小,185,13.0,20.8
2017/10/21 13,0.6,*青浦淀山湖,203,11.0,32.4
2017/10/21 13,0.9,虹口凉城,215,16.0,19.9
2017/10/21 13,0.8,静安监测站,183,17.0,22.4
2017/10/21 13,0.9,徐汇上师大,207,10.0,20.8
2017/10/21 13,0.8,浦东川沙,193,16.0,19.4
2017/10/21 13,0.6,浦东张江,195,13.0,19.2
2017/10/21 13,0.6,浦东监测站,228,15.0,17.3
2017/10/21 13,0.8,全市平均,0,14.4,20.1
time,co,sitename,siteid,no2,pm25
2017/10/21 14,0.7,普陀监测站,201,18.0,21.5
2017/10/21 14,1.0,杨浦四漂,209,13.0,20.9
2017/10/21 14,1.0,卢湾师专附小,185,13.0,21.1
2017/10/21 14,0.6,*青浦淀山湖,203,11.0,33.0
2017/10/21 14,1.0,虹口凉城,215,16.0,20.7
2017/10/21 14,0.9,静安监测站,183,19.0,22.9
2017/10/21 14,1.0,徐汇上师大,207,12.0,21.4
2017/10/21 14,0.8,浦东川沙,193,15.0,20.1
2017/10/21 14,0.7,浦东张江,195,15.0,19.8
2017/10/21 14,0.7,浦东监测站,228,16.0,17.9
2017/10/21 14,0.9,全市平均,0,15.2,20.7
time,co,sitename,siteid,no2,pm25
2017/10/21 15,0.9,普陀监测站,201,21.0,22.2
2017/10/21 15,1.1,杨浦四漂,209,13.0,21.7
2017/10/21 15,1.1,卢湾师专附小,185,14.0,21.8
2017/10/21 15,0.6,*青浦淀山湖,203,12.0,33.7
2017/10/21 15,1.1,虹口凉城,215,22.0,21.5
2017/10/21 15,1.0,静安监测站,183,19.0,23.5
2017/10/21 15,1.1,徐汇上师大,207,14.0,22.3
2017/10/21 15,0.9,浦东川沙,193,17.0,20.8
2017/10/21 15,0.8,浦东张江,195,15.0,20.6
2017/10/21 15,0.8,浦东监测站,228,14.0,18.7
2017/10/21 15,1.0,全市平均,0,16.6,21.5
time,co,sitename,siteid,no2,pm25
2017/10/21 16,0.9,普陀监测站,201,23.0,22.9
2017/10/21 16,1.1,杨浦四漂,209,15.0,22.3
2017/10/21 16,1.2,卢湾师专附小,185,16.0,22.3
2017/10/21 16,0.7,*青浦淀山湖,203,14.0,34.6
2017/10/21 16,1.2,虹口凉城,215,21.0,22.5
2017/10/21 16,1.1,静安监测站,183,22.0,24.0
2017/10/21 16,1.2,徐汇上师大,207,15.0,23.1
2017/10/21 16,1.0,浦东川沙,193,21.0,21.5
2017/10/21 16,0.9,浦东张江,195,16.0,21.2
2017/10/21 16,0.8,浦东监测站,228,17.0,19.2
2017/10/21 16,1.0,全市平均,0,18.4,22.1
time,co,sitename,siteid,no2,pm25
2017/10/21 17,0.8,普陀监测站,201,25.0,23.6
2017/10/21 17,1.2,杨浦四漂,209,21.0,22.8
2017/10/21 17,1.2,卢湾师专附小,185,21.0,22.9
2017/10/21 17,0.9,*青浦淀山湖,203,17.0,35.4
2017/10/21 17,1.2,虹口凉城,215,22.0,23.2
2017/10/21 17,1.1,静安监测站,183,25.0,24.5
2017/10/21 17,1.1,徐汇上师大,207,19.0,23.6
2017/10/21 17,1.0,浦东川沙,193,24.0,22.3
2017/10/21 17,0.9,浦东张江,195,20.0,21.7
2017/10/21 17,0.8,浦东监测站,228,17.0,19.8
2017/10/21 17,1.0,全市平均,0,21.6,22.7
time,co,sitename,siteid,no2,pm25
2017/10/21 18,0.8,普陀监测站,201,26.0,24.3
2017/10/21 18,1.2,杨浦四漂,209,23.0,23.6
2017/10/21 18,1.2,卢湾师专附小,185,27.0,23.8
2017/10/21 18,0.9,*青浦淀山湖,203,17.0,36.4
2017/10/21 18,1.2,虹口凉城,215,23.0,23.9
2017/10/21 18,1.1,静安监测站,183,29.0,25.5
2017/10/21 18,1.2,徐汇上师大,207,21.0,24.5
2017/10/21 18,1.0,浦东川沙,193,25.0,23.1
2017/10/21 18,0.9,浦东张江,195,24.0,22.4
2017/10/21 18,0.8,浦东监测站,228,20.0,20.5
2017/10/21 18,1.1,全市平均,0,24.2,23.5
time,co,sitename,siteid,no2,pm25
2017/10/21 19,1.0,普陀监测站,201,30.0,24.9
2017/10/21 19,1.2,杨浦四漂,209,24.0,24.4
2017/10/21 19,1.2,卢湾师专附小,185,27.0,24.8
2017/10/21 19,1.0,*青浦淀山湖,203,22.0,36.3
2017/10/21 19,1.2,虹口凉城,215,31.0,24.6
2017/10/21 19,1.1,静安监测站,183,29.0,26.3
2017/10/21 19,1.1,徐汇上师大,207,17.0,25.5
2017/10/21 19,1.0,浦东川沙,193,25.0,23.8
2017/10/21 19,0.8,浦东张江,195,27.0,23.4
2017/10/21 19,0.9,浦东监测站,228,21.0,21.3
2017/10/21 19,1.1,全市平均,0,25.7,24.3
time,co,sitename,siteid,no2,pm25
2017/10/21 20,1.1,普陀监测站,201,36.0,25.3
2017/10/21 20,1.2,杨浦四漂,209,28.0,25.3
2017/10/21 20,1.2,卢湾师专附小,185,29.0,25.5
2017/10/21 20,1.0,*青浦淀山湖,203,26.0,37.8
2017/10/21 20,1.2,虹口凉城,215,37.0,25.4
2017/10/21 20,1.2,静安监测站,183,41.0,27.1
2017/10/21 20,1.3,徐汇上师大,207,21.0,26.4
2017/10/21 20,1.0,浦东川沙,193,32.0,24.5
2017/10/21 20,0.8,浦东张江,195,27.0,24.4
2017/10/21 20,0.9,浦东监测站,228,28.0,22.2
2017/10/21 20,1.1,全市平均,0,31.0,25.1
time,co,sitename,siteid,no2,pm25
2017/10/21 21,0.9,普陀监测站,201,33.0,26.1
2017/10/21 21,1.1,杨浦四漂,209,26.0,26.5
2017/10/21 21,1.2,卢湾师专附小,185,23.0,26.7
2017/10/21 21,0.9,*青浦淀山湖,203,26.0,38.9
2017/10/21 21,1.2,虹口凉城,215,34.0,26.3
2017/10/21 21,1.5,静安监测站,183,52.0,28.0
2017/10/21 21,1.5,徐汇上师大,207,29.0,27.4
2017/10/21 21,1.0,浦东川沙,193,37.0,25.5
2017/10/21 21,0.8,浦东张江,195,27.0,25.4
2017/10/21 21,0.8,浦东监测站,228,24.0,23.2
2017/10/21 21,1.1,全市平均,0,31.7,26.1
time,co,sitename,siteid,no2,pm25
2017/10/21 22,0.8,普陀监测站,201,27.0,27.4
2017/10/21 22,1.1,杨浦四漂,209,26.0,27.6
2017/10/21 22,1.2,卢湾师专附小,185,23.0,27.8
2017/10/21 22,0.8,*青浦淀山湖,203,22.0,40.2
2017/10/21 22,1.2,虹口凉城,215,32.0,26.9
2017/10/21 22,1.3,静安监测站,183,40.0,29.4
2017/10/21 22,1.4,徐汇上师大,207,24.0,28.6
2017/10/21 22,1.0,浦东川沙,193,34.0,26.5
2017/10/21 22,0.8,浦东张江,195,27.0,26.4
2017/10/21 22,0.8,浦东监测站,228,24.0,24.3
2017/10/21 22,1.1,全市平均,0,28.6,27.2
time,co,sitename,siteid,no2,pm25
2017/10/21 23,0.9,普陀监测站,201,28.0,28.4
2017/10/21 23,1.1,杨浦四漂,209,28.0,28.9
2017/10/21 23,1.1,卢湾师专附小,185,21.0,28.8
2017/10/21 23,0.8,*青浦淀山湖,203,21.0,41.5
2017/10/21 23,1.1,虹口凉城,215,30.0,27.9
2017/10/21 23,1.4,静安监测站,183,41.0,30.9
2017/10/21 23,1.4,徐汇上师大,207,24.0,30.1
2017/10/21 23,0.9,浦东川沙,193,31.0,27.5
2017/10/21 23,0.8,浦东张江,195,29.0,27.2
2017/10/21 23,0.8,浦东监测站,228,25.0,25.5
2017/10/21 23,1.0,全市平均,0,28.6,28.3
