--- 更新时间---,2017/10/11-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.2,普陀监测站,37.0,9.0,201,30.0,22.0,30.0,17.2
－,0.5,51.9,杨浦四漂,53.0,7.0,209,38.0,19.0,23.0,18.6
－,0.8,41.3,卢湾师专附小,36.0,8.0,185,33.0,20.0,14.0,18.8
－,0.7,38.4,*青浦淀山湖,31.8,15.0,203,39.0,29.0,44.0,23.8
－,0.5,34.5,虹口凉城,31.0,9.0,215,37.0,22.0,23.0,15.0
－,0.7,39.6,静安监测站,38.0,12.0,183,38.0,26.0,23.0,19.1
－,0.7,36.7,徐汇上师大,32.0,7.0,207,24.0,24.0,32.0,20.8
－,0.5,36.5,浦东川沙,34.0,7.0,193,28.0,19.0,30.0,17.7
－,0.3,38.1,浦东张江,37.0,6.0,195,38.0,20.0,20.0,19.6
－,0.4,35.5,浦东监测站,32.0,10.0,228,31.0,31.0,31.0,19.4
－,0.5,39.5,全市平均,36.7,8.3,0,33.0,22.6,25.1,18.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,37,优,普陀监测站,10,3,201,15,一级,37,32
－,PM10,6,52,良,杨浦四漂,8,3,209,19,二级,52,28
－,－,9,36,优,卢湾师专附小,5,3,185,17,一级,36,29
－,－,8,32,优,*青浦淀山湖,14,5,203,20,一级,42,42
－,－,6,31,优,虹口凉城,8,3,215,19,一级,32,32
－,－,8,38,优,静安监测站,8,5,183,19,一级,38,38
－,－,8,32,优,徐汇上师大,10,3,207,12,一级,35,35
－,－,6,34,优,浦东川沙,10,3,193,14,一级,34,28
－,－,4,37,优,浦东张江,7,3,195,19,一级,37,29
－,－,5,32,优,浦东监测站,10,4,228,16,一级,45,45
－,－,6,37,优,全市平均,8,3,0,17,一级,37,33
--- 更新时间---,2017/10/11-01,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.3,普陀监测站,35.0,7.0,201,24.0,16.0,39.0,17.3
－,0.4,51.8,杨浦四漂,42.0,7.0,209,27.0,19.0,29.0,18.7
－,0.8,41.3,卢湾师专附小,29.0,8.0,185,20.0,22.0,24.0,19.0
－,1.1,40.2,*青浦淀山湖,66.0,11.0,203,36.0,59.0,41.0,25.5
－,0.5,34.9,虹口凉城,35.0,10.0,215,35.0,20.0,21.0,15.5
－,0.6,39.9,静安监测站,38.0,11.0,183,30.0,21.0,25.0,19.3
－,0.7,36.4,徐汇上师大,30.7,6.0,207,18.0,28.0,42.0,21.0
－,0.5,37.0,浦东川沙,36.0,8.0,193,34.0,22.0,20.0,17.9
－,0.3,38.1,浦东张江,36.0,6.0,195,28.0,25.0,24.0,19.9
－,0.4,35.7,浦东监测站,34.0,10.0,228,25.0,31.0,31.0,20.1
－,0.5,39.7,全市平均,35.1,8.1,0,26.8,22.7,28.3,18.7
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,35,优,普陀监测站,13,3,201,12,一级,35,23
－,－,5,42,优,杨浦四漂,10,3,209,14,一级,42,28
－,－,9,29,优,卢湾师专附小,8,3,185,10,一级,32,32
－,PM2.5,12,58,良,*青浦淀山湖,13,4,203,18,二级,80,80
－,－,6,35,优,虹口凉城,7,4,215,18,一级,35,29
－,－,7,38,优,静安监测站,8,4,183,15,一级,38,30
－,－,8,31,优,徐汇上师大,14,3,207,9,一级,40,40
