--- 更新时间---,2017/10/24-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,77.5,普陀监测站,51.0,6.0,201,37.0,19.0,80.0,31.3
－,0.6,68.7,杨浦四漂,45.0,9.0,209,35.0,18.0,92.0,31.3
－,1.1,63.3,卢湾师专附小,46.0,11.0,185,41.0,23.0,69.0,31.0
－,0.4,65.9,*青浦淀山湖,52.0,14.0,203,31.0,34.0,79.0,42.0
－,1.0,64.0,虹口凉城,50.0,13.0,215,50.0,25.0,72.0,33.0
－,0.6,66.3,静安监测站,41.0,11.0,183,34.0,18.0,85.0,33.5
－,0.7,61.1,徐汇上师大,39.0,8.0,207,20.0,19.0,96.0,34.1
－,0.5,54.7,浦东川沙,36.0,8.0,193,29.0,17.0,98.0,29.2
－,0.3,66.5,浦东张江,40.0,12.0,195,26.0,18.0,96.0,32.3
－,0.3,62.8,浦东监测站,41.0,7.0,228,30.0,13.0,97.0,28.5
－,0.6,64.9,全市平均,43.2,9.4,0,33.6,18.9,87.2,31.5
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,4,51,良,普陀监测站,25,3,201,19,二级,51,28
－,－,7,45,优,杨浦四漂,29,3,209,18,一级,45,26
－,－,12,46,优,卢湾师专附小,22,4,185,21,一级,46,33
－,PM10,5,51,良,*青浦淀山湖,25,5,203,16,二级,51,49
－,－,11,50,优,虹口凉城,23,5,215,25,一级,50,36
－,－,7,41,优,静安监测站,27,4,183,17,一级,41,26
－,－,7,39,优,徐汇上师大,30,3,207,10,一级,39,28
－,－,6,36,优,浦东川沙,31,3,193,15,一级,36,25
－,－,4,40,优,浦东张江,30,5,195,13,一级,40,26
－,－,4,41,优,浦东监测站,31,3,228,15,一级,41,19
－,－,7,43,优,全市平均,28,3,0,17,一级,43,28
--- 更新时间---,2017/10/24-01,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,76.5,普陀监测站,52.0,7.0,201,53.0,23.0,57.0,30.2
－,0.7,68.1,杨浦四漂,45.0,11.0,209,33.0,17.0,96.0,30.3
－,0.8,62.7,卢湾师专附小,45.0,9.0,185,31.0,22.0,80.0,30.4
－,0.5,65.4,*青浦淀山湖,45.0,12.0,203,33.0,25.0,71.0,40.8
－,0.7,63.3,虹口凉城,47.0,10.0,215,39.0,26.0,78.0,32.5
－,0.6,65.2,静安监测站,40.0,12.0,183,41.0,19.0,73.0,32.5
－,0.7,60.1,徐汇上师大,39.0,9.0,207,32.0,21.0,79.0,32.8
－,0.5,54.5,浦东川沙,41.0,8.0,193,33.0,20.0,95.0,28.2
－,0.4,66.0,浦东张江,44.0,12.0,195,35.0,16.0,90.0,31.3
－,0.5,62.3,浦东监测站,47.0,10.0,228,31.0,16.0,97.0,27.6
－,0.6,64.3,全市平均,44.4,9.8,0,36.4,20.0,82.8,30.6
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,5,51,良,普陀监测站,18,3,201,27,二级,51,33
－,－,8,45,优,杨浦四漂,30,4,209,17,一级,45,25
－,－,9,45,优,卢湾师专附小,25,3,185,16,一级,45,32
－,－,6,45,优,*青浦淀山湖,23,5,203,17,一级,45,36
－,－,8,47,优,虹口凉城,25,4,215,20,一级,47,38
－,－,7,40,优,静安监测站,23,5,183,21,一级,40,28
－,－,8,39,优,徐汇上师大,25,3,207,16,一级,39,30
－,－,6,41,优,浦东川沙,30,3,193,17,一级,41,29
－,－,5,44,优,浦东张江,29,5,195,18,一级,44,23
－,－,6,47,优,浦东监测站,31,4,228,16,一级,47,23
－,－,7,44,优,全市平均,26,4,0,18,一级,44,29
--- 更新时间---,2017/10/24-02,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,76.0,普陀监测站,57.0,10.0,201,56.0,22.0,51.0,29.1
－,0.8,67.5,杨浦四漂,52.0,12.0,209,39.0,21.0,75.0,29.5
－,0.8,61.6,卢湾师专附小,42.0,10.0,185,31.0,19.0,73.0,29.4
－,0.6,64.6,*青浦淀山湖,46.0,14.0,203,32.0,30.0,71.0,39.6
－,0.7,62.7,虹口凉城,52.0,12.0,215,45.0,35.0,58.0,32.4
－,0.6,64.6,静安监测站,48.0,16.0,183,49.0,21.0,61.0,31.2
－,0.7,59.4,徐汇上师大,41.0,11.0,207,34.0,22.0,71.0,31.6
－,0.5,54.0,浦东川沙,40.0,9.0,193,33.0,17.0,93.0,27.3
－,0.6,65.2,浦东张江,51.0,16.0,195,45.0,18.0,71.0,30.4
－,0.5,61.6,浦东监测站,50.0,12.0,228,34.0,18.0,82.0,26.7
－,0.6,63.6,全市平均,48.1,12.0,0,40.7,21.4,70.6,29.7
-- 实时空气质量指数 ---
