--- 更新时间---,2017/09/01-23,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,46.9,普陀监测站,68.0,6.0,201,31.0,15.0,167.0,15.8
－,0.8,53.0,杨浦四漂,63.0,6.0,209,26.0,31.0,148.0,18.2
－,0.9,39.7,卢湾师专附小,55.0,7.0,185,28.0,33.0,152.0,20.7
－,0.8,45.0,*青浦淀山湖,64.0,8.0,203,31.0,34.0,109.0,23.0
－,0.7,42.4,虹口凉城,54.0,9.0,215,32.0,35.0,157.0,20.0
－,0.8,38.1,静安监测站,54.0,11.0,183,25.0,31.0,152.0,19.3
－,0.8,34.5,徐汇上师大,53.0,7.0,207,20.0,31.0,171.0,19.4
－,0.7,40.1,浦东川沙,51.0,10.0,193,28.0,28.0,155.0,18.6
－,0.7,41.4,浦东张江,59.0,13.0,195,25.0,36.0,144.0,21.5
－,0.7,38.5,浦东监测站,51.0,11.0,228,30.0,30.0,152.0,15.6
－,0.7,41.6,全市平均,56.4,8.9,0,27.2,30.0,155.3,18.7
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,6,59,良,普陀监测站,59,3,201,16,二级,59,22
－,PM10,9,57,良,杨浦四漂,47,3,209,13,二级,57,45
－,PM10,10,53,良,卢湾师专附小,48,3,185,14,二级,53,48
－,PM10,9,57,良,*青浦淀山湖,35,3,203,16,二级,57,49
－,PM10,8,52,良,虹口凉城,50,3,215,16,二级,52,50
－,PM10,9,52,良,静安监测站,48,4,183,13,二级,52,45
－,O3,9,52,良,徐汇上师大,64,3,207,10,二级,64,45
－,PM10,8,51,良,浦东川沙,49,4,193,14,二级,51,40
－,PM10,8,55,良,浦东张江,45,5,195,13,二级,55,52
－,PM10,8,51,良,浦东监测站,48,4,228,15,二级,51,43
－,PM10,8,53,良,全市平均,49,3,0,14,二级,53,43
--- 更新时间---,2017/09/02-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,47.6,普陀监测站,65.0,7.0,201,33.0,9.0,154.0,15.3
－,0.8,53.4,杨浦四漂,60.0,6.0,209,23.0,30.0,147.0,18.4
－,0.9,40.3,卢湾师专附小,51.0,7.0,185,24.0,32.0,151.0,21.1
－,0.8,45.3,*青浦淀山湖,61.0,9.0,203,33.0,35.0,105.0,23.4
－,0.7,42.5,虹口凉城,50.0,10.0,215,30.0,29.0,147.0,20.2
－,0.8,38.3,静安监测站,49.0,11.0,183,22.0,33.0,150.0,19.5
－,0.8,35.2,徐汇上师大,52.0,8.0,207,17.0,30.0,168.0,19.5
－,0.6,40.3,浦东川沙,43.0,8.0,193,26.0,30.0,143.0,19.0
－,0.7,41.9,浦东张江,57.0,13.0,195,25.0,37.0,136.0,21.8
－,0.7,38.9,浦东监测站,49.0,10.0,228,25.0,32.0,151.0,16.3
－,0.7,42.0,全市平均,52.9,8.9,0,25.0,29.1,149.7,19.0
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,6,58,良,普陀监测站,49,3,201,17,二级,58,13
－,PM10,9,55,良,杨浦四漂,46,3,209,12,二级,55,43
－,PM10,10,51,良,卢湾师专附小,48,3,185,12,二级,51,46
－,PM10,9,56,良,*青浦淀山湖,33,3,203,17,二级,56,50
－,－,8,50,优,虹口凉城,46,4,215,15,一级,50,42
－,－,9,49,优,静安监测站,47,4,183,11,一级,49,48
－,O3,9,51,良,徐汇上师大,61,3,207,9,二级,61,43
－,－,7,43,优,浦东川沙,45,3,193,13,一级,45,43
－,PM10,8,54,良,浦东张江,43,5,195,13,二级,54,53
－,－,8,49,优,浦东监测站,48,4,228,13,一级,49,46
－,PM10,8,52,良,全市平均,47,3,0,13,二级,52,42
--- 更新时间---,2017/09/02-01,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,48.4,普陀监测站,68.0,7.0,201,24.0,5.0,161.0,14.1
－,0.8,53.6,杨浦四漂,58.0,6.0,209,28.0,32.0,139.0,18.5
－,0.9,40.7,卢湾师专附小,50.0,7.0,185,25.0,35.0,144.0,21.4
－,0.9,46.3,*青浦淀山湖,74.0,9.0,203,40.0,46.0,97.0,24.1
－,0.7,42.7,虹口凉城,52.0,9.0,215,25.0,31.0,153.0,20.3
－,0.8,38.7,静安监测站,54.0,8.0,183,19.0,33.0,148.0,19.8
－,0.8,35.7,徐汇上师大,52.0,8.0,207,14.0,30.0,165.0,19.6
－,0.6,40.9,浦东川沙,53.0,7.0,193,23.0,34.0,148.0,19.5
－,0.6,42.4,浦东张江,62.0,11.0,195,19.0,41.0,145.0,22.3
－,0.7,39.3,浦东监测站,54.0,11.0,228,24.0,35.0,151.0,16.8
－,0.7,42.4,全市平均,55.9,8.2,0,22.3,30.7,150.4,19.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,6,59,良,普陀监测站,52,3,201,12,二级,59,8
－,PM10,9,54,良,杨浦四漂,44,3,209,14,二级,54,46
－,－,10,50,优,卢湾师专附小,45,3,185,13,一级,50,50
－,PM2.5,10,62,良,*青浦淀山湖,31,3,203,20,二级,64,64
－,PM10,8,51,良,虹口凉城,48,3,215,13,二级,51,45
－,PM10,9,52,良,静安监测站,47,3,183,10,二级,52,48
－,O3,9,51,良,徐汇上师大,57,3,207,7,二级,57,43
－,PM10,7,52,良,浦东川沙,47,3,193,12,二级,52,49
－,PM2.5,7,56,良,浦东张江,46,4,195,10,二级,58,58
－,PM10,8,52,良,浦东监测站,48,4,228,12,二级,52,50
－,PM10,8,53,良,全市平均,47,3,0,11,二级,53,45
--- 更新时间---,2017/09/02-02,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,49.3,普陀监测站,70.0,7.0,201,22.0,13.0,159.0,13.3
－,0.8,53.8,杨浦四漂,57.0,6.0,209,24.0,31.0,138.0,18.8
－,0.9,41.2,卢湾师专附小,54.0,7.0,185,22.0,28.0,146.0,21.4
－,0.9,47.5,*青浦淀山湖,78.0,8.0,203,38.0,50.0,104.0,24.9
－,0.7,43.0,虹口凉城,52.0,10.0,215,23.0,29.0,149.0,20.3
－,0.8,39.0,静安监测站,54.0,9.0,183,18.0,32.0,146.0,20.0
－,0.9,36.1,徐汇上师大,57.0,8.0,207,14.0,32.0,159.0,19.9
－,0.6,40.9,浦东川沙,42.0,7.0,193,16.0,32.0,158.0,20.0
－,0.6,42.7,浦东张江,56.0,12.0,195,13.0,37.0,146.0,22.8
－,0.7,39.5,浦东监测站,48.0,10.0,228,18.0,37.0,153.0,17.6
－,0.7,42.8,全市平均,54.4,8.4,0,18.9,30.1,150.4,19.3
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,6,60,良,普陀监测站,50,3,201,11,二级,60,19
－,PM10,9,54,良,杨浦四漂,44,3,209,12,二级,54,45
－,PM10,10,52,良,卢湾师专附小,46,3,185,11,二级,52,40
－,PM2.5,10,64,良,*青浦淀山湖,33,3,203,19,二级,69,69
－,PM10,8,51,良,虹口凉城,47,4,215,12,二级,51,42
－,PM10,9,52,良,静安监测站,46,3,183,9,二级,52,46
－,PM10,10,54,良,徐汇上师大,50,3,207,7,二级,54,46
－,－,7,42,优,浦东川沙,50,3,193,8,一级,50,46
－,PM10,7,53,良,浦东张江,46,5,195,7,二级,53,53
－,PM2.5,8,48,良,浦东监测站,48,4,228,9,二级,53,53
－,PM10,8,52,良,全市平均,47,3,0,10,二级,52,43
--- 更新时间---,2017/09/02-03,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,50.0,普陀监测站,63.0,10.0,201,22.0,15.0,151.0,12.6
－,0.8,53.9,杨浦四漂,53.0,6.0,209,18.0,29.0,143.0,19.0
－,0.9,41.6,卢湾师专附小,52.0,7.0,185,19.0,33.0,139.0,21.7
－,0.8,48.6,*青浦淀山湖,73.0,8.0,203,32.0,48.0,110.0,25.4
－,0.7,43.0,虹口凉城,49.0,11.0,215,21.0,31.0,149.0,20.6
－,0.8,39.3,静安监测站,50.0,9.0,183,13.0,33.0,145.0,20.3
－,0.8,36.6,徐汇上师大,58.0,8.0,207,12.0,33.0,155.0,20.2
－,0.5,40.9,浦东川沙,41.0,7.0,193,16.0,25.0,148.0,20.0
－,0.6,42.9,浦东张江,52.0,11.0,195,11.0,40.0,142.0,23.3
－,0.7,39.5,浦东监测站,46.0,10.0,228,14.0,33.0,153.0,18.2
－,0.7,43.0,全市平均,51.6,8.8,0,16.2,30.2,147.2,19.5
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,6,57,良,普陀监测站,48,4,201,11,二级,57,22
－,PM10,9,52,良,杨浦四漂,45,3,209,9,二级,52,42
－,PM10,10,51,良,卢湾师专附小,44,3,185,10,二级,51,48
－,PM2.5,9,62,良,*青浦淀山湖,35,3,203,16,二级,67,67
－,－,8,49,优,虹口凉城,47,4,215,11,一级,49,45
－,－,9,50,优,静安监测站,46,3,183,7,一级,50,48
－,PM10,9,54,良,徐汇上师大,49,3,207,6,二级,54,48
－,－,6,41,优,浦东川沙,47,3,193,8,一级,47,36
－,PM2.5,7,51,良,浦东张江,45,4,195,6,二级,57,57
－,－,8,46,优,浦东监测站,48,4,228,7,一级,48,48
－,PM10,8,51,良,全市平均,46,3,0,8,二级,51,43
--- 更新时间---,2017/09/02-04,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,50.6,普陀监测站,60.0,9.0,201,19.0,12.0,151.0,12.4
－,0.7,53.8,杨浦四漂,53.0,6.0,209,19.0,30.0,136.0,19.3
－,0.8,41.8,卢湾师专附小,47.0,7.0,185,17.0,31.0,139.0,22.0
－,0.9,49.3,*青浦淀山湖,63.0,8.0,203,27.0,42.0,117.0,25.9
－,0.7,43.0,虹口凉城,48.0,10.0,215,21.0,32.0,143.0,20.7
－,0.8,39.5,静安监测站,48.0,9.0,183,13.0,32.0,142.0,20.6
－,0.8,36.9,徐汇上师大,52.0,8.0,207,11.0,30.0,151.0,20.4
－,0.5,40.8,浦东川沙,39.0,10.0,193,19.0,23.0,136.0,20.0
