--- 更新时间---,2017/09/28-00,-- 浓度 ---
－,0.7,38.8,*青浦淀山湖,29.0,8.0,203,13.0,22.0,103.0,32.2
－,0.3,57.1,虹口凉城,35.0,8.0,215,14.0,15.0,96.0,43.7
－,0.7,58.1,静安监测站,33.0,10.0,183,28.0,22.0,79.0,45.9
－,0.8,48.1,徐汇上师大,38.0,9.0,207,13.0,17.0,83.0,40.5
－,0.5,53.4,浦东川沙,36.0,6.0,193,20.0,20.0,100.0,41.7
－,0.4,57.8,浦东张江,36.0,7.0,195,12.0,24.0,94.0,47.2
－,0.4,56.9,浦东监测站,33.0,7.0,228,10.0,16.0,102.0,45.6
－,0.5,57.6,全市平均,38.0,7.3,0,15.6,17.9,93.8,44.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,40,优,普陀监测站,31,3,201,8,一级,40,26
－,PM10,6,52,良,杨浦四漂,32,3,209,7,二级,52,19
－,－,6,37,优,卢湾师专附小,29,3,185,8,一级,37,23
－,－,8,29,优,*青浦淀山湖,33,3,203,7,一级,33,32
－,－,4,35,优,虹口凉城,30,3,215,7,一级,35,22
－,－,8,33,优,静安监测站,25,4,183,14,一级,33,32
－,－,9,38,优,徐汇上师大,26,3,207,7,一级,38,25
－,－,6,36,优,浦东川沙,32,3,193,10,一级,36,29
－,－,5,36,优,浦东张江,30,3,195,6,一级,36,35
－,－,5,33,优,浦东监测站,32,3,228,5,一级,33,23
－,－,6,38,优,全市平均,30,3,0,8,一级,38,26
--- 更新时间---,2017/09/28-02,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,57.7,普陀监测站,27.0,7.0,201,17.0,5.0,91.0,38.9
－,0.4,67.1,杨浦四漂,46.0,6.0,209,13.0,10.0,99.0,40.2
－,0.5,49.7,卢湾师专附小,24.0,7.0,185,13.0,16.0,91.0,41.5
－,0.7,35.6,*青浦淀山湖,26.0,8.0,203,14.0,19.0,97.0,29.1
－,0.3,52.8,虹口凉城,33.0,8.0,215,14.0,8.0,94.0,38.5
－,0.7,53.7,静安监测站,33.0,11.0,183,36.0,11.0,73.0,41.1
－,0.9,43.3,徐汇上师大,21.0,9.0,207,14.0,16.0,77.0,36.5
－,0.4,51.0,浦东川沙,28.0,5.0,193,16.0,12.0,99.0,38.7
－,0.4,53.5,浦东张江,26.0,6.0,195,11.0,10.0,92.0,42.7
－,0.4,52.5,浦东监测站,25.0,8.0,228,10.0,16.0,99.0,41.4
－,0.5,53.4,全市平均,29.2,7.4,0,16.0,11.6,90.6,39.9
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,27,优,普陀监测站,29,3,201,9,一级,29,8
－,－,5,46,优,杨浦四漂,31,3,209,7,一级,46,15
－,－,6,24,优,卢湾师专附小,29,3,185,7,一级,29,23
－,－,8,26,优,*青浦淀山湖,31,3,203,7,一级,31,28
－,－,4,33,优,虹口凉城,30,3,215,7,一级,33,12
－,－,8,33,优,静安监测站,23,4,183,18,一级,33,16
－,－,10,21,优,徐汇上师大,25,3,207,7,一级,25,23
－,－,5,28,优,浦东川沙,31,2,193,8,一级,31,18
－,－,5,26,优,浦东张江,29,3,195,6,一级,29,15
－,－,5,25,优,浦东监测站,31,3,228,5,一级,31,23
－,－,6,29,优,全市平均,29,3,0,8,一级,29,18
--- 更新时间---,2017/09/28-03,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,53.2,普陀监测站,22.0,8.0,201,19.0,11.0,87.0,34.1
－,0.4,62.3,杨浦四漂,39.0,6.0,209,14.0,7.0,94.0,35.0
－,0.5,45.3,卢湾师专附小,21.0,7.0,185,14.0,10.0,88.0,37.0
－,0.6,33.1,*青浦淀山湖,24.0,8.0,203,15.0,15.0,86.0,26.6
－,0.3,48.0,虹口凉城,25.0,8.0,215,14.0,11.0,89.0,33.4
－,0.9,49.0,静安监测站,27.0,13.0,183,31.0,14.0,74.0,36.4
－,1.0,38.0,徐汇上师大,14.0,10.0,207,17.0,12.0,73.0,32.2
－,0.4,47.5,浦东川沙,26.0,6.0,193,18.0,10.0,95.0,34.9
－,0.3,49.0,浦东张江,25.0,8.0,195,17.0,13.0,83.0,38.2
－,0.3,47.6,浦东监测站,24.0,8.0,228,11.0,11.0,95.0,36.5
－,0.5,48.8,全市平均,24.8,8.2,0,17.2,11.0,86.4,35.3
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,6,22,优,普陀监测站,28,3,201,10,一级,28,16
－,－,5,39,优,杨浦四漂,30,3,209,7,一级,39,10
－,－,6,21,优,卢湾师专附小,28,3,185,7,一级,28,15
－,－,7,24,优,*青浦淀山湖,27,3,203,8,一级,27,22
－,－,4,25,优,虹口凉城,28,3,215,7,一级,28,16
－,－,10,27,优,静安监测站,24,5,183,16,一级,27,20
－,－,11,14,优,徐汇上师大,23,4,207,9,一级,23,18
－,－,5,26,优,浦东川沙,30,3,193,9,一级,30,15
－,－,4,25,优,浦东张江,26,3,195,9,一级,26,19
－,－,4,24,优,浦东监测站,30,3,228,6,一级,30,16
－,－,6,25,优,全市平均,27,3,0,9,一级,27,16
--- 更新时间---,2017/09/28-04,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,49.2,普陀监测站,31.0,9.0,201,25.0,14.0,73.0,29.5
－,0.4,57.3,杨浦四漂,35.0,7.0,209,16.0,5.0,88.0,29.8
－,0.5,40.5,卢湾师专附小,18.0,7.0,185,20.0,9.0,77.0,32.4
－,0.6,31.9,*青浦淀山湖,25.0,9.0,203,17.0,7.0,79.0,24.8
－,0.3,43.6,虹口凉城,29.0,9.0,215,18.0,4.0,81.0,28.2
－,0.7,44.5,静安监测站,24.0,12.0,183,29.0,14.0,75.0,32.0
－,0.9,32.7,徐汇上师大,14.2,11.0,207,19.0,13.0,70.0,28.0
－,0.4,43.5,浦东川沙,24.0,7.0,193,25.0,7.0,80.0,30.7
－,0.3,44.2,浦东张江,26.0,7.0,195,15.0,14.0,79.0,33.5
－,0.3,42.4,浦东监测站,22.0,8.0,228,16.0,9.0,85.0,31.3
－,0.5,44.2,全市平均,24.8,8.6,0,20.3,9.9,78.7,30.6
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,6,31,优,普陀监测站,23,3,201,13,一级,31,20
－,－,5,35,优,杨浦四漂,28,3,209,8,一级,35,8
－,－,6,18,优,卢湾师专附小,25,3,185,10,一级,25,13
－,－,7,25,优,*青浦淀山湖,25,3,203,9,一级,25,10
－,－,4,29,优,虹口凉城,26,3,215,9,一级,29,6
－,－,8,24,优,静安监测站,24,5,183,15,一级,24,20
－,－,10,14,优,徐汇上师大,22,4,207,10,一级,22,19
－,－,5,24,优,浦东川沙,25,3,193,13,一级,25,10
－,－,4,26,优,浦东张江,25,3,195,8,一级,26,20
－,－,4,22,优,浦东监测站,27,3,228,8,一级,27,13
－,－,6,25,优,全市平均,25,3,0,10,一级,25,15
--- 更新时间---,2017/09/28-05,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,45.7,普陀监测站,39.0,9.0,201,27.0,11.0,68.0,24.9
－,0.4,53.7,杨浦四漂,37.0,7.0,209,17.0,3.0,86.0,24.9
－,0.4,36.0,卢湾师专附小,22.0,7.0,185,18.0,3.0,78.0,27.5
－,0.7,31.5,*青浦淀山湖,29.0,9.0,203,19.0,11.0,76.0,23.8
－,0.3,40.2,虹口凉城,36.0,9.0,215,25.0,1.0,69.0,23.6
－,0.5,40.5,静安监测站,34.0,11.0,183,32.0,12.0,72.0,27.6
－,0.7,27.8,徐汇上师大,13.0,10.0,207,16.0,8.0,72.0,24.0
－,0.4,39.4,浦东川沙,28.0,7.0,193,26.0,8.0,74.0,26.2
－,0.3,39.6,浦东张江,28.0,7.0,195,18.0,12.0,75.0,28.6
－,0.3,37.9,浦东监测站,28.0,8.0,228,15.0,8.0,85.0,26.5
－,0.4,40.0,全市平均,29.4,8.3,0,21.6,7.3,75.4,25.9
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,6,39,优,普陀监测站,22,3,201,14,一级,39,16
－,－,5,37,优,杨浦四漂,27,3,209,9,一级,37,5
－,－,5,22,优,卢湾师专附小,25,3,185,9,一级,25,5
－,－,8,29,优,*青浦淀山湖,24,3,203,10,一级,29,16
－,－,4,36,优,虹口凉城,22,3,215,13,一级,36,2
－,－,6,34,优,静安监测站,23,4,183,16,一级,34,18
－,－,8,13,优,徐汇上师大,23,4,207,8,一级,23,12
－,－,5,28,优,浦东川沙,24,3,193,13,一级,28,12
－,－,4,28,优,浦东张江,24,3,195,9,一级,28,18
－,－,4,28,优,浦东监测站,27,3,228,8,一级,28,12
－,－,5,29,优,全市平均,24,3,0,11,一级,29,10
--- 更新时间---,2017/09/28-06,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,42.8,普陀监测站,27.0,8.0,201,25.0,－,82.0,21.9
－,0.5,50.9,杨浦四漂,35.0,7.0,209,28.0,5.0,84.0,21.3
－,0.5,32.4,卢湾师专附小,23.0,8.0,185,19.0,1.0,87.0,23.4
－,0.6,30.7,*青浦淀山湖,22.0,8.0,203,16.0,11.0,83.0,22.7
－,0.4,37.5,虹口凉城,26.0,10.0,215,38.0,5.0,67.0,20.1
－,0.7,37.4,静安监测站,28.0,12.0,183,35.0,10.0,72.0,24.1
－,0.7,27.6,徐汇上师大,23.0,10.0,207,20.0,7.0,70.0,21.0
－,0.4,35.3,浦东川沙,22.0,10.0,193,40.0,9.0,64.0,22.0
－,0.3,35.6,浦东张江,25.0,6.0,195,20.0,7.0,82.0,24.4
－,0.3,34.2,浦东监测站,24.0,8.0,228,21.0,7.0,86.0,22.5
－,0.5,37.0,全市平均,25.9,8.8,0,27.3,6.4,77.1,22.3
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,5,－,－,普陀监测站,26,3,201,13,－,－,－
－,－,6,35,优,杨浦四漂,27,3,209,14,一级,35,8
－,－,6,23,优,卢湾师专附小,28,3,185,10,一级,28,2
－,－,7,22,优,*青浦淀山湖,26,3,203,8,一级,26,16
－,－,5,26,优,虹口凉城,21,4,215,19,一级,26,8
－,－,8,28,优,静安监测站,23,5,183,18,一级,28,15
－,－,8,23,优,徐汇上师大,22,4,207,10,一级,23,10
－,－,5,22,优,浦东川沙,20,4,193,20,一级,22,13
－,－,4,25,优,浦东张江,26,3,195,10,一级,26,10
－,－,4,24,优,浦东监测站,27,3,228,11,一级,27,10
－,－,6,26,优,全市平均,25,3,0,14,一级,26,9
--- 更新时间---,2017/09/28-07,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,41.3,普陀监测站,29.0,8.0,201,47.0,－,64.0,20.0
－,0.6,49.3,杨浦四漂,35.0,8.0,209,53.0,11.0,62.0,19.0
－,0.7,30.3,卢湾师专附小,24.0,8.0,185,40.0,5.0,65.0,20.7
－,0.6,29.1,*青浦淀山湖,16.0,8.0,203,23.0,12.0,83.0,21.2
－,0.5,35.6,虹口凉城,27.0,10.0,215,66.0,9.0,42.0,17.6
－,0.6,35.5,静安监测站,27.0,11.0,183,53.0,12.0,66.0,21.8
－,0.7,25.6,徐汇上师大,16.0,10.0,207,34.0,10.0,65.0,19.2
－,0.5,32.8,浦东川沙,28.0,8.0,193,56.0,7.0,56.0,19.0
－,0.4,33.4,浦东张江,35.0,5.0,195,49.0,14.0,56.0,21.6
－,0.4,32.2,浦东监测站,27.0,8.0,228,33.0,9.0,81.0,20.0
－,0.6,35.1,全市平均,27.6,8.4,0,47.9,9.6,61.9,19.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,5,－,－,普陀监测站,20,3,201,24,－,－,－
－,－,7,35,优,杨浦四漂,20,3,209,27,一级,35,16
－,－,8,24,优,卢湾师专附小,21,3,185,20,一级,24,8
－,－,7,16,优,*青浦淀山湖,26,3,203,12,一级,26,18
－,－,6,27,优,虹口凉城,14,4,215,33,一级,33,13
－,－,7,27,优,静安监测站,21,4,183,27,一级,27,18
－,－,8,16,优,徐汇上师大,21,4,207,17,一级,21,15
－,－,6,28,优,浦东川沙,18,3,193,28,一级,28,10
－,－,5,35,优,浦东张江,18,2,195,25,一级,35,20
－,－,5,27,优,浦东监测站,26,3,228,17,一级,27,13
－,－,7,28,优,全市平均,20,3,0,24,一级,28,15
--- 更新时间---,2017/09/28-08,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,40.9,普陀监测站,41.0,9.0,201,62.0,－,47.0,－
－,0.8,48.7,杨浦四漂,49.0,9.0,209,68.0,13.0,35.0,17.5
－,0.7,29.0,卢湾师专附小,24.0,10.0,185,52.0,9.0,53.0,19.0
－,0.6,27.7,*青浦淀山湖,18.0,8.0,203,20.0,13.0,89.0,19.8
－,0.6,35.0,虹口凉城,38.0,12.0,215,87.0,10.0,18.0,15.9
－,0.6,34.5,静安监测站,30.0,13.0,183,67.0,12.0,50.0,20.2
－,0.7,25.2,徐汇上师大,16.0,10.0,207,54.0,11.0,46.0,17.7
－,0.5,31.8,浦东川沙,37.0,8.0,193,65.0,12.0,44.0,17.2
－,0.6,32.9,浦东张江,50.0,7.0,195,64.0,18.0,39.0,20.0
－,0.6,31.5,浦东监测站,35.0,13.0,228,57.0,10.0,51.0,18.5
－,0.6,34.3,全市平均,35.6,10.1,0,64.0,11.9,42.6,18.2
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,5,－,－,普陀监测站,15,3,201,31,－,－,－
－,－,9,49,优,杨浦四漂,11,3,209,34,一级,49,19
－,－,8,24,优,卢湾师专附小,17,4,185,26,一级,26,13
－,－,7,18,优,*青浦淀山湖,28,3,203,10,一级,28,19
－,－,7,38,优,虹口凉城,6,5,215,44,一级,44,15
－,－,7,30,优,静安监测站,16,5,183,34,一级,34,18
－,－,8,16,优,徐汇上师大,15,4,207,27,一级,27,16
－,－,6,37,优,浦东川沙,14,3,193,33,一级,37,18
－,－,7,50,优,浦东张江,13,3,195,32,一级,50,26
－,－,7,35,优,浦东监测站,16,5,228,29,一级,35,15
－,－,7,36,优,全市平均,14,4,0,32,一级,36,18
--- 更新时间---,2017/09/28-09,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.5,41.4,普陀监测站,66.0,9.0,201,70.0,－,34.0,－
－,0.9,48.0,杨浦四漂,56.0,11.0,209,65.0,13.0,32.0,16.2
－,0.7,28.1,卢湾师专附小,32.0,11.0,185,58.0,13.0,41.0,17.5
－,0.7,26.2,*青浦淀山湖,15.0,8.0,203,25.0,11.0,84.0,18.2
－,0.6,34.6,虹口凉城,45.0,13.0,215,80.0,14.0,20.0,14.6
－,0.7,34.1,静安监测站,53.0,12.0,183,78.0,12.0,38.0,18.7
－,0.8,24.3,徐汇上师大,26.0,11.0,207,56.0,13.0,42.0,16.5
－,0.6,31.4,浦东川沙,40.0,11.0,193,69.0,12.0,35.0,16.0
－,0.9,32.9,浦东张江,53.0,15.0,195,70.0,20.0,27.0,18.9
－,0.6,31.4,浦东监测站,45.0,16.0,228,62.0,20.0,41.0,17.4
－,0.7,34.0,全市平均,46.2,12.1,0,67.6,14.6,34.4,16.9
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,6,－,－,普陀监测站,11,3,201,35,－,－,－
－,PM10,9,53,良,杨浦四漂,10,4,209,33,二级,53,19
－,－,7,32,优,卢湾师专附小,13,4,185,29,一级,32,19
－,－,8,15,优,*青浦淀山湖,27,3,203,13,一级,27,16
－,－,7,45,优,虹口凉城,7,5,215,40,一级,45,20
－,PM10,8,52,良,静安监测站,12,5,183,39,二级,52,18
－,－,9,26,优,徐汇上师大,14,4,207,28,一级,28,19
－,－,7,40,优,浦东川沙,11,4,193,35,一级,40,18
－,PM10,10,52,良,浦东张江,9,5,195,35,二级,52,29
－,－,7,45,优,浦东监测站,13,6,228,31,一级,45,29
－,－,8,46,优,全市平均,11,5,0,34,一级,46,22
--- 更新时间---,2017/09/28-10,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.6,42.6,普陀监测站,67.0,11.0,201,68.0,－,32.0,－
－,－,47.2,杨浦四漂,－,－,209,－,－,－,15.2
－,0.8,27.7,卢湾师专附小,36.0,11.0,185,66.0,20.0,31.0,16.6
－,－,25.7,*青浦淀山湖,－,－,203,－,－,－,17.4
－,0.6,34.9,虹口凉城,49.0,13.0,215,72.0,16.0,24.0,13.9
－,－,33.8,静安监测站,－,－,183,－,－,－,17.7
－,0.9,24.2,徐汇上师大,39.0,11.0,207,60.0,19.0,38.0,15.7
－,－,30.7,浦东川沙,－,－,193,－,－,－,14.9
－,－,32.2,浦东张江,－,－,195,－,－,－,17.9
－,－,30.9,浦东监测站,－,－,228,－,－,－,16.5
－,0.7,33.8,全市平均,47.8,11.5,0,66.5,18.3,31.2,16.0
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,7,－,－,普陀监测站,10,4,201,34,－,－,－
－,－,9,36,优,卢湾师专附小,10,4,185,33,一级,36,29
－,－,7,49,优,虹口凉城,8,5,215,36,一级,49,23
－,－,10,39,优,徐汇上师大,12,4,207,30,一级,39,28
－,－,8,48,优,全市平均,10,5,0,33,一级,48,26
--- 更新时间---,2017/09/28-11,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.9,43.1,普陀监测站,67.0,14.0,201,67.0,－,31.0,－
－,－,46.5,杨浦四漂,－,－,209,－,－,－,14.4
－,0.9,28.3,卢湾师专附小,44.0,12.0,185,62.0,21.0,34.0,16.3
－,－,25.5,*青浦淀山湖,－,－,203,－,－,－,17.2
－,0.7,35.3,虹口凉城,59.0,15.0,215,65.0,22.0,28.0,13.5
－,－,33.2,静安监测站,－,－,183,－,－,－,17.1
－,1.2,24.9,徐汇上师大,45.0,13.0,207,57.0,22.0,36.0,15.5
－,－,30.2,浦东川沙,－,－,193,－,－,－,14.1
－,－,31.8,浦东张江,－,－,195,－,－,－,17.2
－,－,30.5,浦东监测站,－,－,228,－,－,－,15.8
－,0.9,33.7,全市平均,53.8,13.5,0,62.8,21.7,32.2,15.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,10,－,－,普陀监测站,10,5,201,34,－,－,－
－,－,10,44,优,卢湾师专附小,11,5,185,31,一级,44,30
－,PM10,8,55,良,虹口凉城,9,5,215,33,二级,55,32
－,－,13,45,优,徐汇上师大,12,5,207,29,一级,45,32
－,PM10,10,52,良,全市平均,10,5,0,32,二级,52,32
--- 更新时间---,2017/09/28-12,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.9,44.6,普陀监测站,76.0,15.0,201,68.0,29.0,30.0,16.0
－,－,45.7,杨浦四漂,－,－,209,－,－,－,13.6
－,1.0,29.3,卢湾师专附小,52.0,14.0,185,60.0,25.0,34.0,16.2
－,－,25.1,*青浦淀山湖,－,－,203,－,－,－,16.6
－,0.8,36.7,虹口凉城,64.0,15.0,215,67.0,25.0,29.0,13.4
－,－,33.2,静安监测站,－,－,183,－,－,－,16.6
－,1.2,25.9,徐汇上师大,51.0,14.0,207,56.0,25.0,36.0,15.5
－,－,29.5,浦东川沙,－,－,193,－,－,－,13.3
－,－,31.6,浦东张江,－,－,195,－,－,－,16.6
－,－,30.0,浦东监测站,－,－,228,－,－,－,15.1
－,1.0,34.0,全市平均,60.8,14.5,0,62.8,26.0,32.2,15.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,10,63,良,普陀监测站,10,5,201,34,二级,63,42
－,PM10,11,51,良,卢湾师专附小,11,5,185,30,二级,51,36
－,PM10,9,57,良,虹口凉城,10,5,215,34,二级,57,36
－,PM10,13,51,良,徐汇上师大,12,5,207,28,二级,51,36
－,PM10,11,56,良,全市平均,10,5,0,32,二级,56,38
--- 更新时间---,2017/09/28-12,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.9,44.6,普陀监测站,76.0,15.0,201,68.0,29.0,30.0,16.0
－,－,45.7,杨浦四漂,－,－,209,－,－,－,13.6
－,1.0,29.3,卢湾师专附小,52.0,14.0,185,60.0,25.0,34.0,16.2
－,－,25.1,*青浦淀山湖,－,－,203,－,－,－,16.6
－,0.8,36.7,虹口凉城,64.0,15.0,215,67.0,25.0,29.0,13.4
－,－,33.2,静安监测站,－,－,183,－,－,－,16.6
－,1.2,25.9,徐汇上师大,51.0,14.0,207,56.0,25.0,36.0,15.5
－,－,29.5,浦东川沙,－,－,193,－,－,－,13.3
－,－,31.6,浦东张江,－,－,195,－,－,－,16.6
－,－,30.0,浦东监测站,－,－,228,－,－,－,15.1
－,1.0,34.0,全市平均,60.8,14.5,0,62.8,26.0,32.2,15.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,10,63,良,普陀监测站,10,5,201,34,二级,63,42
－,PM10,11,51,良,卢湾师专附小,11,5,185,30,二级,51,36
－,PM10,9,57,良,虹口凉城,10,5,215,34,二级,57,36
－,PM10,13,51,良,徐汇上师大,12,5,207,28,二级,51,36
－,PM10,11,56,良,全市平均,10,5,0,32,二级,56,38
--- 更新时间---,2017/09/28-12,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.9,44.6,普陀监测站,76.0,15.0,201,68.0,29.0,30.0,16.0
－,－,45.7,杨浦四漂,－,－,209,－,－,－,13.6
－,1.0,29.3,卢湾师专附小,52.0,14.0,185,60.0,25.0,34.0,16.2
－,－,25.1,*青浦淀山湖,－,－,203,－,－,－,16.6
－,0.8,36.7,虹口凉城,64.0,15.0,215,67.0,25.0,29.0,13.4
－,－,33.2,静安监测站,－,－,183,－,－,－,16.6
－,1.2,25.9,徐汇上师大,51.0,14.0,207,56.0,25.0,36.0,15.5
－,－,29.5,浦东川沙,－,－,193,－,－,－,13.3
－,－,31.6,浦东张江,－,－,195,－,－,－,16.6
－,－,30.0,浦东监测站,－,－,228,－,－,－,15.1
－,1.0,34.0,全市平均,60.8,14.5,0,62.8,26.0,32.2,15.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,10,63,良,普陀监测站,10,5,201,34,二级,63,42
－,PM10,11,51,良,卢湾师专附小,11,5,185,30,二级,51,36
－,PM10,9,57,良,虹口凉城,10,5,215,34,二级,57,36
－,PM10,13,51,良,徐汇上师大,12,5,207,28,二级,51,36
－,PM10,11,56,良,全市平均,10,5,0,32,二级,56,38
--- 更新时间---,2017/09/28-12,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.9,44.6,普陀监测站,76.0,15.0,201,68.0,29.0,30.0,16.0
－,－,45.7,杨浦四漂,－,－,209,－,－,－,13.6
－,1.0,29.3,卢湾师专附小,52.0,14.0,185,60.0,25.0,34.0,16.2
－,－,25.1,*青浦淀山湖,－,－,203,－,－,－,16.6
－,0.8,36.7,虹口凉城,64.0,15.0,215,67.0,25.0,29.0,13.4
－,－,33.2,静安监测站,－,－,183,－,－,－,16.6
－,1.2,25.9,徐汇上师大,51.0,14.0,207,56.0,25.0,36.0,15.5
－,－,29.5,浦东川沙,－,－,193,－,－,－,13.3
－,－,31.6,浦东张江,－,－,195,－,－,－,16.6
－,－,30.0,浦东监测站,－,－,228,－,－,－,15.1
－,1.0,34.0,全市平均,60.8,14.5,0,62.8,26.0,32.2,15.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,10,63,良,普陀监测站,10,5,201,34,二级,63,42
－,PM10,11,51,良,卢湾师专附小,11,5,185,30,二级,51,36
－,PM10,9,57,良,虹口凉城,10,5,215,34,二级,57,36
－,PM10,13,51,良,徐汇上师大,12,5,207,28,二级,51,36
－,PM10,11,56,良,全市平均,10,5,0,32,二级,56,38
--- 更新时间---,2017/09/28-16,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,48.7,普陀监测站,37.0,7.0,201,29.0,17.0,86.0,20.1
－,0.5,52.8,杨浦四漂,59.0,19.0,209,33.0,14.0,86.0,15.7
－,0.5,35.3,卢湾师专附小,40.0,9.0,185,32.0,20.0,76.0,18.5
－,1.0,32.5,*青浦淀山湖,66.0,18.0,203,53.0,41.0,75.0,20.2
