--- 更新时间---,2017/10/10-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,38.0,普陀监测站,34.0,7.0,201,21.0,18.0,58.0,20.1
－,0.5,47.9,杨浦四漂,47.0,7.0,209,30.0,18.0,47.0,25.0
－,0.8,37.5,卢湾师专附小,38.0,8.0,185,31.0,26.0,31.0,26.3
－,0.6,33.0,*青浦淀山湖,26.0,7.0,203,32.0,19.0,28.0,23.4
－,0.4,35.8,虹口凉城,27.0,9.0,215,21.0,10.0,57.0,22.3
－,0.6,37.5,静安监测站,34.0,10.0,183,23.0,20.0,52.0,22.9
－,0.7,39.1,徐汇上师大,36.0,7.0,207,41.0,24.0,29.0,25.3
－,0.5,38.5,浦东川沙,27.0,8.0,193,18.0,17.0,61.0,23.4
－,0.3,38.9,浦东张江,33.0,5.0,195,27.0,17.0,47.0,24.6
－,0.4,33.9,浦东监测站,29.0,9.0,228,19.0,19.0,57.0,21.3
－,0.5,38.5,全市平均,33.9,7.8,0,25.7,18.8,48.8,23.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,34,优,普陀监测站,19,3,201,11,一级,34,26
－,－,6,47,优,杨浦四漂,15,3,209,15,一级,47,26
－,－,9,38,优,卢湾师专附小,10,3,185,16,一级,38,38
－,－,7,26,优,*青浦淀山湖,9,3,203,16,一级,28,28
－,－,5,27,优,虹口凉城,18,3,215,11,一级,27,15
－,－,7,34,优,静安监测站,17,4,183,12,一级,34,29
－,－,8,36,优,徐汇上师大,10,3,207,21,一级,36,35
－,－,6,27,优,浦东川沙,20,3,193,9,一级,27,25
－,－,4,33,优,浦东张江,15,2,195,14,一级,33,25
－,－,5,29,优,浦东监测站,18,3,228,10,一级,29,28
－,－,6,34,优,全市平均,16,3,0,13,一级,34,28
--- 更新时间---,2017/10/10-01,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,38.4,普陀监测站,33.0,7.0,201,18.0,14.0,60.0,19.9
－,0.5,48.0,杨浦四漂,44.0,7.0,209,24.0,18.0,54.0,24.3
－,0.8,37.5,卢湾师专附小,31.0,8.0,185,22.0,18.0,40.0,25.8
－,0.6,32.9,*青浦淀山湖,24.0,6.0,203,36.0,18.0,23.0,23.2
－,0.4,35.7,虹口凉城,26.0,9.0,215,18.0,9.0,60.0,21.7
－,0.6,37.8,静安监测站,32.0,10.0,183,20.0,17.0,54.0,22.7
－,0.7,39.4,徐汇上师大,37.0,7.0,207,34.0,23.0,34.0,25.1
－,0.5,38.2,浦东川沙,26.0,7.0,193,16.0,16.0,65.0,22.8
－,0.3,38.8,浦东张江,35.0,6.0,195,21.0,19.0,51.0,24.0
－,0.4,33.8,浦东监测站,30.0,9.0,228,16.0,15.0,61.0,20.7
－,0.5,38.6,全市平均,32.7,7.8,0,21.0,16.6,53.2,23.0
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,33,优,普陀监测站,19,3,201,9,一级,33,20
－,－,6,44,优,杨浦四漂,17,3,209,12,一级,44,26
－,－,9,31,优,卢湾师专附小,13,3,185,11,一级,31,26
－,－,7,24,优,*青浦淀山湖,8,3,203,18,一级,26,26
－,－,5,26,优,虹口凉城,19,3,215,9,一级,26,13
－,－,7,32,优,静安监测站,17,4,183,10,一级,32,25
－,－,8,37,优,徐汇上师大,11,3,207,17,一级,37,33
－,－,6,26,优,浦东川沙,21,3,193,8,一级,26,23
－,－,4,35,优,浦东张江,16,3,195,11,一级,35,28
－,－,5,30,优,浦东监测站,20,3,228,8,一级,30,22
－,－,6,33,优,全市平均,17,3,0,11,一级,33,25
--- 更新时间---,2017/10/10-02,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,38.7,普陀监测站,28.0,6.0,201,13.0,15.0,65.0,19.9
－,0.5,48.3,杨浦四漂,40.0,7.0,209,28.0,21.0,53.0,23.8
－,0.7,37.5,卢湾师专附小,30.0,8.0,185,17.0,18.0,47.0,25.5
－,0.6,32.8,*青浦淀山湖,24.0,7.0,203,34.0,20.0,23.0,23.0
－,0.4,35.5,虹口凉城,23.0,8.0,215,14.0,13.0,64.0,21.2
－,0.6,37.9,静安监测站,28.0,9.0,183,16.0,13.0,59.0,22.3
－,0.6,39.4,徐汇上师大,34.0,7.0,207,25.0,19.0,42.0,24.7
－,0.5,37.9,浦东川沙,24.0,7.0,193,15.0,16.0,63.0,22.3
－,0.3,38.7,浦东张江,26.0,5.0,195,17.0,19.0,58.0,23.7
－,0.4,33.7,浦东监测站,28.0,8.0,228,14.0,13.0,66.0,20.1
－,0.5,38.6,全市平均,29.0,7.2,0,17.7,16.3,57.4,22.6
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,28,优,普陀监测站,21,3,201,7,一级,28,22
－,－,6,40,优,杨浦四漂,17,3,209,14,一级,40,30
－,－,8,30,优,卢湾师专附小,15,3,185,9,一级,30,26
－,－,7,24,优,*青浦淀山湖,8,3,203,17,一级,29,29
－,－,5,23,优,虹口凉城,20,3,215,7,一级,23,19
－,－,7,28,优,静安监测站,19,3,183,8,一级,28,19
－,－,7,34,优,徐汇上师大,14,3,207,13,一级,34,28
－,－,6,24,优,浦东川沙,20,3,193,8,一级,24,23
－,－,4,26,优,浦东张江,19,2,195,9,一级,28,28
－,－,5,28,优,浦东监测站,21,3,228,7,一级,28,19
－,－,6,29,优,全市平均,18,3,0,9,一级,29,23
--- 更新时间---,2017/10/10-03,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,38.9,普陀监测站,27.0,6.0,201,13.0,11.0,67.0,19.7
－,0.5,48.5,杨浦四漂,35.0,7.0,209,23.0,16.0,57.0,23.3
－,0.7,37.4,卢湾师专附小,26.0,8.0,185,24.0,18.0,40.0,25.1
－,0.6,32.6,*青浦淀山湖,22.0,7.0,203,25.0,18.0,31.0,22.7
－,0.4,35.2,虹口凉城,23.0,8.0,215,13.0,11.0,64.0,20.5
－,0.6,38.0,静安监测站,27.0,9.0,183,16.0,15.0,60.0,21.9
－,0.6,39.2,徐汇上师大,28.0,7.0,207,21.0,18.0,47.0,24.2
－,0.5,37.5,浦东川沙,23.0,7.0,193,14.0,13.0,63.0,21.7
－,0.3,38.6,浦东张江,24.0,5.0,195,18.0,21.0,53.0,23.6
－,0.4,33.9,浦东监测站,26.0,8.0,228,14.0,16.0,66.0,19.9
－,0.5,38.5,全市平均,26.6,7.2,0,17.3,15.4,57.4,22.2
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,27,优,普陀监测站,21,3,201,7,一级,27,16
－,－,6,35,优,杨浦四漂,18,3,209,12,一级,35,23
－,－,8,26,优,卢湾师专附小,13,3,185,12,一级,26,26
－,－,7,22,优,*青浦淀山湖,10,3,203,13,一级,26,26
－,－,5,23,优,虹口凉城,20,3,215,7,一级,23,16
－,－,7,27,优,静安监测站,19,3,183,8,一级,27,22
－,－,7,28,优,徐汇上师大,15,3,207,11,一级,28,26
－,－,6,23,优,浦东川沙,20,3,193,7,一级,23,19
－,－,4,24,优,浦东张江,17,2,195,9,一级,30,30
－,－,5,26,优,浦东监测站,21,3,228,7,一级,26,23
－,－,6,27,优,全市平均,18,3,0,9,一级,27,22
--- 更新时间---,2017/10/10-04,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,39.0,普陀监测站,27.0,6.0,201,13.0,20.0,64.0,19.7
－,0.5,48.7,杨浦四漂,36.0,7.0,209,23.0,15.0,54.0,22.7
－,0.7,37.0,卢湾师专附小,23.0,8.0,185,20.0,15.0,43.0,24.5
－,0.6,32.1,*青浦淀山湖,22.0,7.0,203,23.0,18.0,34.0,22.2
－,0.4,35.0,虹口凉城,22.0,8.0,215,13.0,13.0,63.0,20.0
－,0.6,37.9,静安监测站,27.0,8.0,183,15.0,14.0,58.0,21.4
－,0.6,39.0,徐汇上师大,25.0,7.0,207,23.0,19.0,44.0,23.8
－,0.5,36.9,浦东川沙,25.0,7.0,193,16.0,14.0,58.0,21.0
－,0.3,38.4,浦东张江,27.0,5.0,195,17.0,15.0,－,23.0
－,0.4,34.0,浦东监测站,26.0,8.0,228,12.0,14.0,64.0,19.7
－,0.5,38.4,全市平均,26.4,7.1,0,16.9,15.4,56.0,21.7
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,27,优,普陀监测站,20,3,201,7,一级,29,29
－,－,6,36,优,杨浦四漂,17,3,209,12,一级,36,22
－,－,8,23,优,卢湾师专附小,14,3,185,10,一级,23,22
－,－,7,22,优,*青浦淀山湖,11,3,203,12,一级,26,26
－,－,5,22,优,虹口凉城,20,3,215,7,一级,22,19
－,－,7,27,优,静安监测站,19,3,183,8,一级,27,20
－,－,7,25,优,徐汇上师大,14,3,207,12,一级,28,28
－,－,6,25,优,浦东川沙,19,3,193,8,一级,25,20
－,－,4,27,优,浦东张江,－,2,195,9,一级,27,22
－,－,5,26,优,浦东监测站,20,3,228,6,一级,26,20
－,－,6,26,优,全市平均,18,3,0,9,一级,26,22
--- 更新时间---,2017/10/10-05,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,39.0,普陀监测站,28.0,6.0,201,15.0,11.0,60.0,19.2
－,0.5,48.8,杨浦四漂,38.0,7.0,209,22.0,16.0,55.0,22.0
－,0.7,36.8,卢湾师专附小,25.0,8.0,185,19.0,13.0,41.0,23.9
－,0.6,31.7,*青浦淀山湖,22.0,7.0,203,24.0,19.0,32.0,21.8
－,0.4,35.0,虹口凉城,26.0,9.0,215,15.0,14.0,58.0,19.6
－,0.6,37.9,静安监测站,28.0,9.0,183,16.0,14.0,55.0,20.9
－,0.6,38.7,徐汇上师大,25.0,7.0,207,23.0,18.0,44.0,23.3
－,0.6,36.5,浦东川沙,27.0,8.0,193,28.0,13.0,41.0,20.1
－,0.3,37.9,浦东张江,27.0,6.0,195,16.0,15.0,－,22.2
－,0.4,34.2,浦东监测站,26.0,8.0,228,11.0,14.0,64.0,19.5
－,0.5,38.3,全市平均,27.8,7.6,0,18.3,14.2,52.2,21.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,28,优,普陀监测站,19,3,201,8,一级,28,16
－,－,6,38,优,杨浦四漂,18,3,209,11,一级,38,23
－,－,8,25,优,卢湾师专附小,13,3,185,10,一级,25,19
－,－,7,22,优,*青浦淀山湖,10,3,203,12,一级,28,28
－,－,5,26,优,虹口凉城,19,3,215,8,一级,26,20
－,－,7,28,优,静安监测站,18,3,183,8,一级,28,20
－,－,7,25,优,徐汇上师大,14,3,207,12,一级,26,26
－,－,7,27,优,浦东川沙,13,3,193,14,一级,27,19
－,－,4,27,优,浦东张江,－,3,195,8,一级,27,22
－,－,5,26,优,浦东监测站,20,3,228,6,一级,26,20
－,－,6,28,优,全市平均,17,3,0,9,一级,28,20
--- 更新时间---,2017/10/10-06,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,39.4,普陀监测站,32.0,6.0,201,17.0,14.0,57.0,18.9
－,0.6,48.9,杨浦四漂,39.0,8.0,209,24.0,19.0,52.0,21.3
－,0.7,36.5,卢湾师专附小,26.0,8.0,185,26.0,12.0,32.0,23.1
－,0.6,31.4,*青浦淀山湖,25.0,6.0,203,32.0,18.0,22.0,21.3
－,0.4,34.7,虹口凉城,25.0,9.0,215,18.0,9.0,55.0,18.8
－,0.6,38.0,静安监测站,31.0,9.0,183,21.0,16.0,51.0,20.5
－,0.7,38.3,徐汇上师大,23.0,7.0,207,25.0,18.0,41.0,22.9
－,0.6,36.0,浦东川沙,29.0,9.0,193,39.0,19.0,32.0,19.4
－,0.3,37.8,浦东张江,31.0,7.0,195,19.0,12.0,－,21.4
－,0.4,34.2,浦东监测站,27.0,9.0,228,14.0,11.0,60.0,18.9
－,0.5,38.2,全市平均,29.2,8.0,0,22.6,14.4,47.5,20.5
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,32,优,普陀监测站,18,3,201,9,一级,32,20
－,－,7,39,优,杨浦四漂,17,3,209,12,一级,39,28
－,－,8,26,优,卢湾师专附小,10,3,185,13,一级,26,18
－,－,7,25,优,*青浦淀山湖,7,3,203,16,一级,26,26
－,－,5,25,优,虹口凉城,18,3,215,9,一级,25,13
－,－,7,31,优,静安监测站,16,3,183,11,一级,31,23
－,－,8,23,优,徐汇上师大,13,3,207,13,一级,26,26
－,－,7,29,优,浦东川沙,10,3,193,20,一级,29,28
－,－,4,31,优,浦东张江,－,3,195,10,一级,31,18
－,－,5,27,优,浦东监测站,19,3,228,7,一级,27,16
－,－,6,29,优,全市平均,15,3,0,12,一级,29,20
--- 更新时间---,2017/10/10-07,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.2,39.6,普陀监测站,37.0,7.0,201,25.0,14.0,49.0,18.7
－,0.6,48.5,杨浦四漂,39.0,8.0,209,34.0,16.0,44.0,20.5
－,0.8,36.3,卢湾师专附小,32.0,8.0,185,40.0,15.0,21.0,22.4
－,0.6,31.2,*青浦淀山湖,30.0,7.0,203,41.0,22.0,15.0,20.9
－,0.5,33.8,虹口凉城,28.0,9.0,215,27.0,8.0,50.0,17.8
－,0.7,38.2,静安监测站,37.0,10.0,183,27.0,16.0,45.0,20.2
－,0.7,38.1,徐汇上师大,32.0,7.0,207,43.0,20.0,25.0,22.3
－,0.6,35.6,浦东川沙,31.0,8.0,193,30.0,19.0,45.0,18.9
－,0.3,37.5,浦东张江,32.0,7.0,195,27.0,19.0,－,20.8
－,0.4,34.1,浦东监测站,31.0,9.0,228,23.0,15.0,53.0,18.3
－,0.5,37.9,全市平均,33.2,8.1,0,30.7,15.8,41.5,19.9
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,3,37,优,普陀监测站,16,3,201,13,一级,37,20
－,－,7,39,优,杨浦四漂,14,3,209,17,一级,39,23
－,－,9,32,优,卢湾师专附小,7,3,185,20,一级,32,22
－,－,7,30,优,*青浦淀山湖,5,3,203,21,一级,32,32
－,－,6,28,优,虹口凉城,16,3,215,14,一级,28,12
－,－,8,37,优,静安监测站,15,4,183,14,一级,37,23
－,－,8,32,优,徐汇上师大,8,3,207,22,一级,32,29
－,－,7,31,优,浦东川沙,15,3,193,15,一级,31,28
－,－,4,32,优,浦东张江,－,3,195,14,一级,32,28
－,－,5,31,优,浦东监测站,17,3,228,12,一级,31,22
－,－,6,33,优,全市平均,14,3,0,16,一级,33,23
--- 更新时间---,2017/10/10-08,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,39.7,普陀监测站,43.0,7.0,201,28.0,15.0,50.0,18.3
－,0.6,48.3,杨浦四漂,48.0,8.0,209,37.0,14.0,42.0,19.5
－,0.9,36.6,卢湾师专附小,38.0,9.0,185,36.0,20.0,30.0,22.0
－,0.6,31.0,*青浦淀山湖,34.0,8.0,203,40.0,20.0,27.0,20.3
－,0.5,33.3,虹口凉城,33.0,10.0,215,35.0,16.0,43.0,16.8
－,0.7,38.4,静安监测站,42.0,10.0,183,31.0,19.0,44.0,19.9
－,0.8,38.2,徐汇上师大,44.0,6.0,207,41.0,23.0,33.0,21.9
－,0.6,34.8,浦东川沙,38.0,8.0,193,27.0,19.0,53.0,18.5
－,0.4,37.5,浦东张江,35.0,6.0,195,29.0,19.0,－,20.4
－,0.5,34.1,浦东监测站,39.0,9.0,228,29.0,17.0,50.0,18.0
－,0.6,37.8,全市平均,40.0,8.1,0,32.6,18.0,43.1,19.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,43,优,普陀监测站,16,3,201,14,一级,43,22
－,－,7,48,优,杨浦四漂,14,3,209,19,一级,48,20
－,－,10,38,优,卢湾师专附小,10,3,185,18,一级,38,29
－,－,7,34,优,*青浦淀山湖,9,3,203,20,一级,34,29
－,－,6,33,优,虹口凉城,14,4,215,18,一级,33,23
－,－,8,42,优,静安监测站,14,4,183,16,一级,42,28
－,－,8,44,优,徐汇上师大,11,3,207,21,一级,44,33
－,－,7,38,优,浦东川沙,17,3,193,14,一级,38,28
－,－,5,35,优,浦东张江,－,3,195,15,一级,35,28
－,－,6,39,优,浦东监测站,16,3,228,15,一级,39,25
－,－,7,40,优,全市平均,14,3,0,17,一级,40,26
--- 更新时间---,2017/10/10-09,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,40.1,普陀监测站,53.0,7.0,201,25.0,15.0,54.0,17.9
－,0.6,48.4,杨浦四漂,52.0,8.0,209,27.0,16.0,56.0,19.1
－,0.8,36.9,卢湾师专附小,42.0,8.0,185,26.0,22.0,42.0,22.0
－,0.6,31.5,*青浦淀山湖,41.0,10.0,203,36.0,20.0,39.0,20.0
－,0.5,33.2,虹口凉城,33.0,9.0,215,29.0,20.0,51.0,16.3
－,0.7,38.5,静安监测站,41.0,10.0,183,24.0,20.0,52.0,19.6
－,0.7,37.7,徐汇上师大,41.0,6.0,207,23.0,22.0,53.0,21.7
－,0.6,34.3,浦东川沙,39.0,8.0,193,21.0,19.0,63.0,18.3
－,0.4,37.0,浦东张江,41.0,6.0,195,25.0,18.0,122.0,20.1
－,0.5,34.0,浦东监测站,38.0,8.0,228,20.0,18.0,62.0,17.7
－,0.6,37.7,全市平均,42.2,7.8,0,24.4,18.9,61.7,19.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,PM10,4,52,良,普陀监测站,17,3,201,13,二级,52,22
－,PM10,7,51,良,杨浦四漂,18,3,209,14,二级,51,23
－,－,9,42,优,卢湾师专附小,14,3,185,13,一级,42,32
－,－,7,41,优,*青浦淀山湖,13,4,203,18,一级,41,29
－,－,6,33,优,虹口凉城,16,3,215,15,一级,33,29
－,－,8,41,优,静安监测站,17,4,183,12,一级,41,29
－,－,8,41,优,徐汇上师大,17,3,207,12,一级,41,32
－,－,7,39,优,浦东川沙,20,3,193,11,一级,39,28
－,－,5,41,优,浦东张江,39,3,195,13,一级,41,26
－,－,6,38,优,浦东监测站,20,3,228,10,一级,38,26
－,－,7,42,优,全市平均,20,3,0,12,一级,42,28
--- 更新时间---,2017/10/10-10,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,40.0,普陀监测站,48.0,6.0,201,23.0,15.0,62.0,18.0
－,0.6,48.5,杨浦四漂,53.0,7.0,209,26.0,18.0,57.0,19.0
－,0.8,37.7,卢湾师专附小,49.0,8.0,185,26.0,17.0,49.0,21.8
－,0.6,32.3,*青浦淀山湖,49.0,9.0,203,29.0,22.0,52.0,20.4
－,0.5,32.9,虹口凉城,35.0,8.0,215,28.0,21.0,53.0,16.4
－,0.7,38.6,静安监测站,42.0,9.0,183,23.0,21.0,60.0,19.7
－,0.8,37.3,徐汇上师大,38.0,6.0,207,18.0,23.0,61.0,21.7
－,0.5,34.5,浦东川沙,33.0,7.0,193,17.0,14.0,68.0,18.2
－,0.4,36.9,浦东张江,39.0,6.0,195,26.0,17.0,117.0,20.2
－,0.5,34.0,浦东监测站,36.0,7.0,228,24.0,18.0,61.0,17.7
－,0.6,37.8,全市平均,41.4,7.1,0,23.4,18.2,65.3,19.1
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,48,优,普陀监测站,20,3,201,12,一级,48,22
－,PM10,7,52,良,杨浦四漂,18,3,209,13,二级,52,26
－,－,9,49,优,卢湾师专附小,16,3,185,13,一级,49,25
－,－,7,49,优,*青浦淀山湖,17,3,203,15,一级,49,32
－,－,6,35,优,虹口凉城,17,3,215,14,一级,35,30
－,－,8,42,优,静安监测站,19,3,183,12,一级,42,30
－,－,9,38,优,徐汇上师大,20,3,207,9,一级,38,33
