--- 更新时间---,2017/08/31-23,-- 浓度 ---
－,0.8,40.3,卢湾师专附小,31.0,7.0,185,18.0,20.0,113.0,21.5
－,0.9,41.3,*青浦淀山湖,45.0,13.0,203,16.0,35.0,101.0,21.2
－,0.6,38.6,虹口凉城,34.0,9.0,215,23.0,16.0,109.0,20.3
－,0.7,38.7,静安监测站,25.2,10.0,183,15.0,23.0,113.0,20.8
－,0.8,36.0,徐汇上师大,34.0,7.0,207,2.0,25.0,129.0,20.0
－,0.4,39.1,浦东川沙,25.0,8.0,193,21.0,13.0,101.0,18.3
－,0.5,42.1,浦东张江,30.0,11.0,195,9.0,21.0,113.0,23.2
－,0.5,38.5,浦东监测站,31.0,9.0,228,15.0,16.0,116.0,14.9
－,0.6,40.6,全市平均,30.2,8.4,0,15.5,20.0,114.5,19.7
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,5,31,优,普陀监测站,39,3,201,11,一级,39,38
－,－,9,31,优,卢湾师专附小,36,3,185,9,一级,36,29
－,－,10,45,优,*青浦淀山湖,32,5,203,8,一级,50,50
－,－,7,34,优,虹口凉城,35,3,215,12,一级,35,23
－,－,8,25,优,静安监测站,36,4,183,8,一级,36,33
－,－,9,34,优,徐汇上师大,41,3,207,1,一级,41,36
－,－,5,25,优,浦东川沙,32,3,193,11,一级,32,19
－,－,6,30,优,浦东张江,36,4,195,5,一级,36,30
－,－,6,31,优,浦东监测站,37,3,228,8,一级,37,23
－,－,7,30,优,全市平均,36,3,0,8,一级,36,29
--- 更新时间---,2017/09/01-07,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.4,42.6,普陀监测站,30.0,7.0,201,32.0,18.0,95.0,19.2
－,0.8,40.5,卢湾师专附小,25.0,7.0,185,28.0,12.0,85.0,21.5
－,1.0,42.0,*青浦淀山湖,47.0,12.0,203,24.0,38.0,90.0,22.4
－,0.5,39.6,虹口凉城,33.0,9.0,215,34.0,11.0,81.0,20.5
－,0.6,38.9,静安监测站,28.0,10.0,183,24.0,17.0,91.0,21.2
－,0.6,36.3,徐汇上师大,23.0,8.0,207,13.0,14.0,104.0,20.2
－,0.4,39.4,浦东川沙,38.0,7.0,193,29.0,5.0,81.0,18.3
－,0.4,42.3,浦东张江,37.0,10.0,195,19.0,16.0,83.0,23.4
－,0.5,38.7,浦东监测站,29.0,9.0,228,27.0,9.0,84.0,14.5
－,0.5,39.7,全市平均,30.4,8.4,0,25.8,12.7,88.0,19.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,5,30,优,普陀监测站,30,3,201,16,一级,30,26
－,－,9,25,优,卢湾师专附小,27,3,185,14,一级,27,18
－,PM2.5,11,47,良,*青浦淀山湖,29,5,203,12,二级,54,54
－,－,6,33,优,虹口凉城,26,3,215,17,一级,33,16
－,－,7,28,优,静安监测站,29,4,183,12,一级,29,25
－,－,7,23,优,徐汇上师大,33,3,207,7,一级,33,20
－,－,5,38,优,浦东川沙,26,3,193,15,一级,38,8
－,－,5,37,优,浦东张江,26,4,195,10,一级,37,23
－,－,6,29,优,浦东监测站,27,3,228,14,一级,29,13
－,－,6,30,优,全市平均,28,3,0,13,一级,30,19
--- 更新时间---,2017/09/01-08,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.9,普陀监测站,39.0,6.0,201,34.0,6.0,86.0,19.1
－,0.7,40.5,卢湾师专附小,28.0,6.0,185,26.0,10.0,84.0,21.7
－,1.0,42.8,*青浦淀山湖,49.0,10.0,203,30.0,33.0,86.0,23.3
－,0.5,40.7,虹口凉城,37.0,8.0,215,27.0,6.0,85.0,20.3
－,0.6,38.8,静安监测站,30.0,9.0,183,22.0,11.0,87.0,21.2
－,0.6,36.3,徐汇上师大,23.0,8.0,207,15.0,11.0,91.0,20.3
－,0.4,39.5,浦东川沙,36.0,8.0,193,29.0,12.0,84.0,18.1
－,0.4,42.5,浦东张江,37.0,10.0,195,19.0,12.0,85.0,23.5
－,0.5,38.5,浦东监测站,29.0,9.0,228,26.0,2.0,86.0,14.6
－,0.5,39.9,全市平均,32.4,8.0,0,24.8,8.8,86.0,19.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,39,优,普陀监测站,27,3,201,17,一级,39,9
－,－,8,28,优,卢湾师专附小,27,3,185,13,一级,28,15
－,－,11,49,优,*青浦淀山湖,27,4,203,15,一级,49,48
－,－,6,37,优,虹口凉城,27,3,215,14,一级,37,9
－,－,7,30,优,静安监测站,28,3,183,11,一级,30,16
－,－,7,23,优,徐汇上师大,29,3,207,8,一级,29,16
－,－,5,36,优,浦东川沙,27,3,193,15,一级,36,18
－,－,5,37,优,浦东张江,27,4,195,10,一级,37,18
－,－,6,29,优,浦东监测站,27,3,228,13,一级,29,3
－,－,6,32,优,全市平均,27,3,0,13,一级,32,13
--- 更新时间---,2017/09/01-09,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.8,普陀监测站,37.0,6.0,201,25.0,2.0,100.0,19.0
－,－,40.9,卢湾师专附小,－,－,185,－,－,－,22.3
－,0.8,43.4,*青浦淀山湖,45.0,10.0,203,25.0,24.0,86.0,23.9
－,0.5,42.1,虹口凉城,47.0,8.0,215,21.0,13.0,96.0,20.4
－,0.6,38.8,静安监测站,25.0,9.0,183,22.0,9.0,91.0,21.1
－,0.6,35.9,徐汇上师大,19.0,8.0,207,9.0,11.0,102.0,20.4
－,0.4,39.3,浦东川沙,36.0,8.0,193,24.0,14.0,98.0,18.0
－,0.4,42.1,浦东张江,27.0,10.0,195,13.0,13.0,98.0,23.4
－,0.5,38.4,浦东监测站,29.0,9.0,228,22.0,2.0,94.0,14.5
－,0.5,40.0,全市平均,31.4,8.3,0,19.4,9.1,97.0,19.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,37,优,普陀监测站,32,3,201,13,一级,37,3
－,－,9,45,优,*青浦淀山湖,27,4,203,13,一级,45,35
－,－,6,47,优,虹口凉城,30,3,215,11,一级,47,19
－,－,7,25,优,静安监测站,29,3,183,11,一级,29,13
－,－,7,19,优,徐汇上师大,32,3,207,5,一级,32,16
－,－,5,36,优,浦东川沙,31,3,193,12,一级,36,20
－,－,5,27,优,浦东张江,31,4,195,7,一级,31,19
－,－,6,29,优,浦东监测站,30,3,228,11,一级,30,3
－,－,6,31,优,全市平均,31,3,0,10,一级,31,13
--- 更新时间---,2017/09/01-10,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.6,普陀监测站,37.0,7.0,201,28.0,12.0,101.0,19.2
－,－,40.8,卢湾师专附小,－,－,185,－,－,－,22.2
－,0.8,43.6,*青浦淀山湖,37.0,11.0,203,21.0,15.0,89.0,24.0
－,0.4,43.1,虹口凉城,37.0,9.0,215,19.0,9.0,100.0,20.3
－,0.6,39.0,静安监测站,30.0,10.0,183,21.0,11.0,95.0,21.0
－,0.7,35.8,徐汇上师大,23.0,7.0,207,15.0,13.0,99.0,20.4
－,0.4,39.2,浦东川沙,34.0,8.0,193,22.0,10.0,97.0,18.0
－,0.4,42.0,浦东张江,34.0,12.0,195,12.0,14.0,101.0,23.2
－,0.5,38.5,浦东监测站,32.0,11.0,228,22.0,5.0,96.0,14.3
－,0.5,40.1,全市平均,32.4,9.1,0,19.9,10.6,98.4,19.8
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,37,优,普陀监测站,32,3,201,14,一级,37,18
－,－,9,37,优,*青浦淀山湖,28,4,203,11,一级,37,22
－,－,5,37,优,虹口凉城,32,3,215,10,一级,37,13
－,－,7,30,优,静安监测站,30,4,183,11,一级,30,16
－,－,7,23,优,徐汇上师大,31,3,207,8,一级,31,19
－,－,5,34,优,浦东川沙,31,3,193,11,一级,34,15
－,－,5,34,优,浦东张江,32,5,195,6,一级,34,20
－,－,6,32,优,浦东监测站,30,4,228,11,一级,32,8
－,－,6,32,优,全市平均,31,3,0,10,一级,32,16
--- 更新时间---,2017/09/01-11,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.8,普陀监测站,38.0,7.0,201,24.0,17.0,108.0,19.4
－,0.7,40.7,卢湾师专附小,30.0,8.0,185,24.0,12.0,94.0,22.2
－,0.8,43.4,*青浦淀山湖,27.0,9.0,203,16.0,15.0,108.0,24.1
－,0.4,43.8,虹口凉城,42.0,10.0,215,18.0,11.0,102.0,19.8
－,0.6,38.8,静安监测站,29.0,10.0,183,19.0,10.0,100.0,20.8
－,0.6,35.8,徐汇上师大,24.0,9.0,207,11.0,14.0,104.0,20.5
－,0.4,39.2,浦东川沙,32.0,8.0,193,20.0,5.0,95.0,17.7
－,0.4,41.4,浦东张江,27.0,11.0,195,11.0,13.0,98.0,23.0
－,0.4,38.3,浦东监测站,31.0,10.0,228,17.0,7.0,102.0,14.1
－,0.5,40.1,全市平均,31.6,9.1,0,18.0,11.1,100.4,19.6
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,38,优,普陀监测站,34,3,201,12,一级,38,25
－,－,8,30,优,卢湾师专附小,30,3,185,12,一级,30,18
－,－,9,27,优,*青浦淀山湖,34,3,203,8,一级,34,22
－,－,5,42,优,虹口凉城,32,4,215,9,一级,42,16
－,－,7,29,优,静安监测站,32,4,183,10,一级,32,15
－,－,7,24,优,徐汇上师大,33,3,207,6,一级,33,20
－,－,5,32,优,浦东川沙,30,3,193,10,一级,32,8
－,－,5,27,优,浦东张江,31,4,195,6,一级,31,19
－,－,5,31,优,浦东监测站,32,4,228,9,一级,32,10
－,－,6,32,优,全市平均,32,3,0,9,一级,32,16
--- 更新时间---,2017/09/01-12,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.5,普陀监测站,29.0,6.0,201,20.0,10.0,109.0,19.1
－,0.6,51.7,杨浦四漂,47.0,7.0,209,14.0,10.0,100.0,19.2
－,0.7,40.4,卢湾师专附小,26.0,8.0,185,22.0,14.0,94.0,21.9
－,0.8,43.0,*青浦淀山湖,29.0,10.0,203,16.0,15.0,122.0,24.3
－,0.4,43.2,虹口凉城,30.0,8.0,215,12.0,12.0,100.0,19.7
－,0.5,38.8,静安监测站,29.0,9.0,183,16.0,11.0,105.0,20.6
－,0.6,35.5,徐汇上师大,16.0,9.0,207,7.0,12.0,110.0,20.4
－,0.3,39.1,浦东川沙,30.0,7.0,193,17.0,10.0,94.0,17.6
－,0.4,41.4,浦东张江,26.0,11.0,195,9.0,10.0,100.0,22.8
－,0.4,38.5,浦东监测站,27.0,9.0,228,11.0,10.0,105.0,14.0
－,0.5,41.2,全市平均,28.9,8.2,0,14.2,11.0,101.9,19.4
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,29,优,普陀监测站,35,3,201,10,一级,35,15
－,－,7,47,优,杨浦四漂,32,3,209,7,一级,47,15
－,－,8,26,优,卢湾师专附小,30,3,185,11,一级,30,20
－,－,9,29,优,*青浦淀山湖,39,4,203,8,一级,39,22
－,－,5,30,优,虹口凉城,32,3,215,6,一级,32,18
－,－,6,29,优,静安监测站,33,3,183,8,一级,33,16
－,－,7,16,优,徐汇上师大,35,3,207,4,一级,35,18
－,－,4,30,优,浦东川沙,30,3,193,9,一级,30,15
－,－,5,26,优,浦东张江,32,4,195,5,一级,32,15
－,－,5,27,优,浦东监测站,33,3,228,6,一级,33,15
－,－,6,29,优,全市平均,32,3,0,7,一级,32,16
--- 更新时间---,2017/09/01-13,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,43.0,普陀监测站,－,5.0,201,18.0,－,104.0,19.3
－,0.7,51.7,杨浦四漂,43.0,7.0,209,15.0,8.0,98.0,18.7
－,0.8,40.5,卢湾师专附小,38.0,8.0,185,24.0,20.0,95.0,21.5
－,0.9,43.2,*青浦淀山湖,41.0,11.0,203,15.0,13.0,126.0,24.3
－,0.4,42.5,虹口凉城,27.0,8.0,215,11.0,12.0,99.0,19.7
－,0.5,38.0,静安监测站,12.0,8.0,183,14.0,10.0,99.0,20.3
－,0.6,35.5,徐汇上师大,18.0,8.0,207,6.0,14.0,114.0,20.5
－,0.3,38.8,浦东川沙,29.0,8.0,193,16.0,10.0,92.0,17.5
－,0.4,40.8,浦东张江,28.0,11.0,195,10.0,10.0,98.0,22.5
－,0.4,38.3,浦东监测站,30.0,9.0,228,11.0,9.0,106.0,14.0
－,0.5,41.0,全市平均,28.1,8.0,0,13.9,11.6,100.6,19.3
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,－,－,普陀监测站,33,2,201,9,－,－,－
－,－,8,43,优,杨浦四漂,31,3,209,8,一级,43,12
－,－,9,38,优,卢湾师专附小,30,3,185,12,一级,38,29
－,－,10,41,优,*青浦淀山湖,40,4,203,8,一级,41,19
－,－,5,27,优,虹口凉城,31,3,215,6,一级,31,18
－,－,6,12,优,静安监测站,31,3,183,7,一级,31,15
－,－,7,18,优,徐汇上师大,36,3,207,3,一级,36,20
－,－,4,29,优,浦东川沙,29,3,193,8,一级,29,15
－,－,5,28,优,浦东张江,31,4,195,5,一级,31,15
－,－,5,30,优,浦东监测站,34,3,228,6,一级,34,13
－,－,6,28,优,全市平均,32,3,0,7,一级,32,18
--- 更新时间---,2017/09/01-14,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,42.6,普陀监测站,28.0,5.0,201,17.0,－,98.0,19.5
－,0.5,51.5,杨浦四漂,43.0,7.0,209,14.0,8.0,92.0,18.2
－,0.7,40.5,卢湾师专附小,40.0,8.0,185,23.0,18.0,89.0,21.3
－,0.8,43.0,*青浦淀山湖,33.0,10.0,203,12.0,13.0,133.0,24.2
