time,co,sitename,siteid,no2,pm25
2017/10/16 05,0.5,静安监测站,183,12.0,7.7
2017/10/16 05,0.6,徐汇上师大,207,8.0,8.2
2017/10/16 05,0.5,浦东川沙,193,9.0,7.1
2017/10/16 05,0.4,浦东张江,195,14.0,7.4
2017/10/16 05,0.4,浦东监测站,228,8.0,4.9
2017/10/16 05,0.5,全市平均,0,10.3,6.9
time,co,sitename,siteid,no2,pm25
2017/10/16 06,0.3,普陀监测站,201,15.0,5.5
2017/10/16 06,0.5,杨浦四漂,209,8.0,7.0
2017/10/16 06,0.5,卢湾师专附小,185,14.0,6.8
2017/10/16 06,0.4,*青浦淀山湖,203,13.0,6.5
2017/10/16 06,0.6,虹口凉城,215,19.0,7.1
2017/10/16 06,0.5,静安监测站,183,14.0,7.6
2017/10/16 06,0.6,徐汇上师大,207,13.0,8.2
2017/10/16 06,0.5,浦东川沙,193,10.0,6.9
2017/10/16 06,0.4,浦东张江,195,14.0,7.4
2017/10/16 06,0.4,浦东监测站,228,8.0,4.9
2017/10/16 06,0.5,全市平均,0,12.8,6.8
time,co,sitename,siteid,no2,pm25
2017/10/16 07,0.3,普陀监测站,201,21.0,5.3
2017/10/16 07,0.6,杨浦四漂,209,9.0,6.9
2017/10/16 07,0.6,卢湾师专附小,185,17.0,6.9
2017/10/16 07,0.4,*青浦淀山湖,203,14.0,6.4
2017/10/16 07,0.6,虹口凉城,215,25.0,6.8
2017/10/16 07,0.6,静安监测站,183,20.0,7.6
2017/10/16 07,0.6,徐汇上师大,207,17.0,8.3
2017/10/16 07,0.5,浦东川沙,193,12.0,6.5
2017/10/16 07,0.4,浦东张江,195,17.0,7.4
2017/10/16 07,0.4,浦东监测站,228,13.0,4.8
2017/10/16 07,0.5,全市平均,0,16.8,6.7
time,co,sitename,siteid,no2,pm25
2017/10/16 08,0.4,普陀监测站,201,22.0,5.1
2017/10/16 08,0.6,杨浦四漂,209,11.0,6.6
2017/10/16 08,0.6,卢湾师专附小,185,20.0,6.7
2017/10/16 08,0.4,*青浦淀山湖,203,17.0,6.3
2017/10/16 08,0.6,虹口凉城,215,22.0,6.8
2017/10/16 08,0.6,静安监测站,183,25.0,7.5
2017/10/16 08,0.7,徐汇上师大,207,24.0,8.1
2017/10/16 08,0.5,浦东川沙,193,14.0,6.5
2017/10/16 08,0.4,浦东张江,195,18.0,7.2
2017/10/16 08,0.4,浦东监测站,228,19.0,4.5
2017/10/16 08,0.5,全市平均,0,19.4,6.5
time,co,sitename,siteid,no2,pm25
2017/10/16 09,0.3,普陀监测站,201,19.0,4.8
2017/10/16 09,0.6,杨浦四漂,209,11.0,6.3
2017/10/16 09,0.6,卢湾师专附小,185,21.0,6.7
2017/10/16 09,0.4,*青浦淀山湖,203,19.0,6.0
2017/10/16 09,0.6,虹口凉城,215,21.0,6.8
2017/10/16 09,0.6,静安监测站,183,23.0,7.2
2017/10/16 09,0.7,徐汇上师大,207,23.0,7.8
2017/10/16 09,0.5,浦东川沙,193,16.0,6.2
2017/10/16 09,0.4,浦东张江,195,19.0,7.1
2017/10/16 09,0.4,浦东监测站,228,18.0,4.3
2017/10/16 09,0.5,全市平均,0,19.0,6.3
time,co,sitename,siteid,no2,pm25
2017/10/16 10,0.3,普陀监测站,201,17.0,4.6
2017/10/16 10,0.6,杨浦四漂,209,12.0,6.2
2017/10/16 10,0.6,卢湾师专附小,185,20.0,6.3
2017/10/16 10,0.4,*青浦淀山湖,203,20.0,5.8
2017/10/16 10,0.6,虹口凉城,215,18.0,6.8
2017/10/16 10,0.6,静安监测站,183,22.0,7.0
2017/10/16 10,0.7,徐汇上师大,207,20.0,7.5
2017/10/16 10,0.5,浦东川沙,193,14.0,6.1
2017/10/16 10,0.4,浦东张江,195,19.0,6.9
2017/10/16 10,0.4,浦东监测站,228,16.0,4.2
2017/10/16 10,0.5,全市平均,0,17.6,6.1
time,co,sitename,siteid,no2,pm25
2017/10/16 11,0.3,普陀监测站,201,19.0,4.6
2017/10/16 11,0.6,杨浦四漂,209,15.0,6.2
2017/10/16 11,0.6,卢湾师专附小,185,22.0,6.3
2017/10/16 11,0.5,*青浦淀山湖,203,19.0,5.6
2017/10/16 11,0.6,虹口凉城,215,20.0,6.7
2017/10/16 11,0.6,静安监测站,183,23.0,7.4
2017/10/16 11,0.7,徐汇上师大,207,23.0,7.5
2017/10/16 11,0.4,浦东川沙,193,13.0,6.2
2017/10/16 11,0.4,浦东张江,195,21.0,6.5
2017/10/16 11,0.4,浦东监测站,228,16.0,4.0
2017/10/16 11,0.5,全市平均,0,19.1,6.1
time,co,sitename,siteid,no2,pm25
2017/10/16 12,0.3,普陀监测站,201,20.0,4.4
2017/10/16 12,0.6,杨浦四漂,209,13.0,6.1
2017/10/16 12,0.6,卢湾师专附小,185,21.0,6.3
2017/10/16 12,0.4,*青浦淀山湖,203,18.0,5.3
2017/10/16 12,0.6,虹口凉城,215,21.0,7.1
2017/10/16 12,0.6,静安监测站,183,27.0,7.3
2017/10/16 12,0.6,徐汇上师大,207,22.0,7.3
2017/10/16 12,0.5,浦东川沙,193,14.0,6.1
2017/10/16 12,0.4,浦东张江,195,21.0,6.4
2017/10/16 12,0.4,浦东监测站,228,16.0,4.1
2017/10/16 12,0.5,全市平均,0,19.4,6.1
time,co,sitename,siteid,no2,pm25
2017/10/16 13,0.3,普陀监测站,201,18.0,4.5
2017/10/16 13,0.6,杨浦四漂,209,－,6.3
2017/10/16 13,0.6,卢湾师专附小,185,21.0,6.8
2017/10/16 13,0.4,*青浦淀山湖,203,19.0,5.4
2017/10/16 13,0.6,虹口凉城,215,18.0,7.3
2017/10/16 13,0.6,静安监测站,183,23.0,7.4
2017/10/16 13,0.6,徐汇上师大,207,20.0,7.5
2017/10/16 13,0.5,浦东川沙,193,15.0,6.2
2017/10/16 13,0.4,浦东张江,195,20.0,6.7
2017/10/16 13,0.4,浦东监测站,228,15.0,4.2
2017/10/16 13,0.5,全市平均,0,18.8,6.3
time,co,sitename,siteid,no2,pm25
2017/10/16 14,0.3,普陀监测站,201,17.0,4.7
2017/10/16 14,0.5,杨浦四漂,209,15.0,6.6
2017/10/16 14,0.6,卢湾师专附小,185,20.0,7.3
2017/10/16 14,0.4,*青浦淀山湖,203,19.0,5.5
2017/10/16 14,0.6,虹口凉城,215,19.0,7.4
2017/10/16 14,0.6,静安监测站,183,23.0,7.4
2017/10/16 14,0.7,徐汇上师大,207,22.0,7.8
2017/10/16 14,0.5,浦东川沙,193,13.0,6.3
2017/10/16 14,0.4,浦东张江,195,19.0,7.0
2017/10/16 14,0.4,浦东监测站,228,17.0,4.3
2017/10/16 14,0.5,全市平均,0,18.3,6.5
time,co,sitename,siteid,no2,pm25
2017/10/16 15,0.3,普陀监测站,201,17.0,4.8
2017/10/16 15,0.5,杨浦四漂,209,16.0,6.9
2017/10/16 15,0.6,卢湾师专附小,185,20.0,7.5
2017/10/16 15,0.4,*青浦淀山湖,203,18.0,5.8
2017/10/16 15,0.6,虹口凉城,215,19.0,7.7
2017/10/16 15,0.6,静安监测站,183,21.0,7.5
2017/10/16 15,0.6,徐汇上师大,207,19.0,7.8
2017/10/16 15,0.5,浦东川沙,193,12.0,6.4
2017/10/16 15,0.4,浦东张江,195,21.0,7.3
2017/10/16 15,0.4,浦东监测站,228,22.0,4.6
2017/10/16 15,0.5,全市平均,0,18.6,6.7
time,co,sitename,siteid,no2,pm25
2017/10/16 16,0.3,普陀监测站,201,16.0,5.0
2017/10/16 16,0.5,杨浦四漂,209,14.0,7.1
2017/10/16 16,0.6,卢湾师专附小,185,21.0,7.7
2017/10/16 16,0.4,*青浦淀山湖,203,18.0,5.9
2017/10/16 16,0.6,虹口凉城,215,19.0,7.8
2017/10/16 16,0.6,静安监测站,183,21.0,7.6
2017/10/16 16,0.6,徐汇上师大,207,20.0,7.7
2017/10/16 16,0.5,浦东川沙,193,13.0,6.5
2017/10/16 16,0.4,浦东张江,195,22.0,7.5
2017/10/16 16,0.4,浦东监测站,228,18.0,4.7
2017/10/16 16,0.5,全市平均,0,18.2,6.8
time,co,sitename,siteid,no2,pm25
2017/10/16 17,0.3,普陀监测站,201,20.0,5.0
2017/10/16 17,0.5,杨浦四漂,209,17.0,7.1
2017/10/16 17,0.6,卢湾师专附小,185,20.0,7.9
2017/10/16 17,0.5,*青浦淀山湖,203,20.0,5.9
2017/10/16 17,0.6,虹口凉城,215,19.0,7.9
2017/10/16 17,0.6,静安监测站,183,22.0,7.6
2017/10/16 17,0.6,徐汇上师大,207,22.0,7.8
2017/10/16 17,0.5,浦东川沙,193,16.0,6.5
2017/10/16 17,0.4,浦东张江,195,24.0,7.6
2017/10/16 17,0.4,浦东监测站,228,27.0,4.6
2017/10/16 17,0.5,全市平均,0,20.8,6.8
time,co,sitename,siteid,no2,pm25
2017/10/16 18,0.3,普陀监测站,201,23.0,5.0
2017/10/16 18,0.6,杨浦四漂,209,19.0,7.0
2017/10/16 18,0.6,卢湾师专附小,185,23.0,8.0
2017/10/16 18,0.4,*青浦淀山湖,203,22.0,6.0
2017/10/16 18,0.6,虹口凉城,215,20.0,8.1
2017/10/16 18,0.6,静安监测站,183,23.0,7.7
2017/10/16 18,0.6,徐汇上师大,207,23.0,7.8
2017/10/16 18,0.5,浦东川沙,193,15.0,6.7
2017/10/16 18,0.4,浦东张江,195,27.0,7.8
2017/10/16 18,0.4,浦东监测站,228,28.0,4.6
2017/10/16 18,0.5,全市平均,0,22.3,6.9
time,co,sitename,siteid,no2,pm25
2017/10/16 19,0.3,普陀监测站,201,18.0,5.1
2017/10/16 19,0.6,杨浦四漂,209,11.0,6.9
2017/10/16 19,0.5,卢湾师专附小,185,17.0,7.9
2017/10/16 19,0.4,*青浦淀山湖,203,21.0,6.2
2017/10/16 19,0.6,虹口凉城,215,16.0,8.4
2017/10/16 19,0.6,静安监测站,183,21.0,7.8
2017/10/16 19,0.6,徐汇上师大,207,19.0,7.7
2017/10/16 19,0.5,浦东川沙,193,12.0,6.7
2017/10/16 19,0.3,浦东张江,195,19.0,7.9
2017/10/16 19,0.4,浦东监测站,228,15.0,4.7
2017/10/16 19,0.5,全市平均,0,16.4,7.0
time,co,sitename,siteid,no2,pm25
2017/10/16 20,0.3,普陀监测站,201,22.0,5.0
2017/10/16 20,0.6,杨浦四漂,209,13.0,6.8
2017/10/16 20,0.6,卢湾师专附小,185,17.0,8.0
2017/10/16 20,0.7,*青浦淀山湖,203,25.0,6.3
2017/10/16 20,0.6,虹口凉城,215,23.0,8.4
2017/10/16 20,0.6,静安监测站,183,25.0,7.9
2017/10/16 20,0.6,徐汇上师大,207,20.0,7.6
2017/10/16 20,0.5,浦东川沙,193,13.0,6.5
2017/10/16 20,0.4,浦东张江,195,19.0,7.8
2017/10/16 20,0.4,浦东监测站,228,17.0,4.5
2017/10/16 20,0.5,全市平均,0,18.8,6.9
time,co,sitename,siteid,no2,pm25
2017/10/16 21,0.3,普陀监测站,201,29.0,5.0
2017/10/16 21,0.5,杨浦四漂,209,16.0,7.0
2017/10/16 21,0.6,卢湾师专附小,185,24.0,7.6
2017/10/16 21,0.7,*青浦淀山湖,203,34.0,6.4
2017/10/16 21,0.6,虹口凉城,215,27.0,8.6
2017/10/16 21,0.6,静安监测站,183,32.0,8.0
2017/10/16 21,0.7,徐汇上师大,207,30.0,7.6
2017/10/16 21,0.5,浦东川沙,193,14.0,6.7
2017/10/16 21,0.4,浦东张江,195,25.0,8.0
2017/10/16 21,0.4,浦东监测站,228,21.0,4.4
2017/10/16 21,0.5,全市平均,0,24.2,7.0
time,co,sitename,siteid,no2,pm25
2017/10/16 22,0.3,普陀监测站,201,22.0,5.3
2017/10/16 22,0.5,杨浦四漂,209,18.0,7.1
2017/10/16 22,0.5,卢湾师专附小,185,23.0,8.0
2017/10/16 22,0.4,*青浦淀山湖,203,18.0,6.8
2017/10/16 22,0.6,虹口凉城,215,21.0,8.7
2017/10/16 22,0.6,静安监测站,183,25.0,8.3
2017/10/16 22,0.6,徐汇上师大,207,25.0,7.8
2017/10/16 22,0.5,浦东川沙,193,14.0,6.9
2017/10/16 22,0.4,浦东张江,195,31.0,8.3
2017/10/16 22,0.3,浦东监测站,228,24.0,4.5
2017/10/16 22,0.5,全市平均,0,22.6,7.2
time,co,sitename,siteid,no2,pm25
2017/10/16 23,0.3,普陀监测站,201,20.0,5.2
2017/10/16 23,0.5,杨浦四漂,209,13.0,7.4
2017/10/16 23,0.5,卢湾师专附小,185,17.0,8.1
2017/10/16 23,0.4,*青浦淀山湖,203,18.0,6.8
2017/10/16 23,0.6,虹口凉城,215,20.0,9.1
2017/10/16 23,0.6,静安监测站,183,30.0,8.5
2017/10/16 23,0.6,徐汇上师大,207,22.0,8.0
2017/10/16 23,0.5,浦东川沙,193,13.0,7.3
2017/10/16 23,0.4,浦东张江,195,20.0,8.1
2017/10/16 23,0.3,浦东监测站,228,18.0,4.7
2017/10/16 23,0.5,全市平均,0,19.2,7.3
