time,co,sitename,siteid,no2,pm25
2017/10/11 16,0.7,卢湾师专附小,185,33.0,16.8
2017/10/11 16,0.7,*青浦淀山湖,203,16.0,28.7
2017/10/11 16,0.7,虹口凉城,215,38.0,16.3
2017/10/11 16,0.8,静安监测站,183,36.0,18.6
2017/10/11 16,0.8,徐汇上师大,207,28.0,19.8
2017/10/11 16,0.7,浦东川沙,193,34.0,16.0
2017/10/11 16,0.6,浦东张江,195,30.0,17.6
2017/10/11 16,0.6,浦东监测站,228,34.0,22.1
2017/10/11 16,0.7,全市平均,0,32.9,17.5
time,co,sitename,siteid,no2,pm25
2017/10/11 17,0.5,普陀监测站,201,30.0,16.4
2017/10/11 17,0.6,杨浦四漂,209,26.0,14.0
2017/10/11 17,0.7,卢湾师专附小,185,30.0,16.2
2017/10/11 17,0.7,*青浦淀山湖,203,18.0,27.6
2017/10/11 17,0.6,虹口凉城,215,38.0,16.3
2017/10/11 17,0.7,静安监测站,183,36.0,18.3
2017/10/11 17,0.8,徐汇上师大,207,28.0,19.0
2017/10/11 17,0.7,浦东川沙,193,27.0,15.8
2017/10/11 17,0.6,浦东张江,195,28.0,17.1
2017/10/11 17,0.6,浦东监测站,228,34.0,22.0
2017/10/11 17,0.6,全市平均,0,30.8,17.2
time,co,sitename,siteid,no2,pm25
2017/10/11 18,0.5,普陀监测站,201,31.0,16.0
2017/10/11 18,0.7,杨浦四漂,209,28.0,13.3
2017/10/11 18,0.7,卢湾师专附小,185,29.0,15.6
2017/10/11 18,0.7,*青浦淀山湖,203,15.0,26.4
2017/10/11 18,0.6,虹口凉城,215,31.0,16.0
2017/10/11 18,0.7,静安监测站,183,34.0,17.8
2017/10/11 18,0.7,徐汇上师大,207,27.0,18.5
2017/10/11 18,0.6,浦东川沙,193,30.0,15.5
2017/10/11 18,0.5,浦东张江,195,28.0,16.5
2017/10/11 18,0.5,浦东监测站,228,31.0,21.8
2017/10/11 18,0.6,全市平均,0,29.9,16.7
time,co,sitename,siteid,no2,pm25
2017/10/11 19,0.5,普陀监测站,201,30.0,15.4
2017/10/11 19,0.7,杨浦四漂,209,28.0,12.7
2017/10/11 19,0.7,卢湾师专附小,185,30.0,15.2
2017/10/11 19,0.7,*青浦淀山湖,203,19.0,25.3
2017/10/11 19,0.6,虹口凉城,215,30.0,15.8
2017/10/11 19,0.7,静安监测站,183,32.0,17.5
2017/10/11 19,0.7,徐汇上师大,207,24.0,18.0
2017/10/11 19,0.6,浦东川沙,193,26.0,15.1
2017/10/11 19,0.5,浦东张江,195,27.0,15.8
2017/10/11 19,0.5,浦东监测站,228,28.0,21.7
2017/10/11 19,0.6,全市平均,0,28.3,16.3
time,co,sitename,siteid,no2,pm25
2017/10/11 20,0.5,普陀监测站,201,28.0,14.9
2017/10/11 20,0.7,杨浦四漂,209,26.0,12.2
2017/10/11 20,0.7,卢湾师专附小,185,28.0,14.8
2017/10/11 20,0.7,*青浦淀山湖,203,17.0,24.6
2017/10/11 20,0.6,虹口凉城,215,29.0,15.7
2017/10/11 20,0.6,静安监测站,183,30.0,16.9
2017/10/11 20,0.7,徐汇上师大,207,25.0,17.6
2017/10/11 20,0.6,浦东川沙,193,21.0,14.8
2017/10/11 20,0.5,浦东张江,195,24.0,15.1
2017/10/11 20,0.6,浦东监测站,228,27.0,21.7
2017/10/11 20,0.6,全市平均,0,26.4,15.9
time,co,sitename,siteid,no2,pm25
2017/10/11 21,0.4,普陀监测站,201,23.0,14.3
2017/10/11 21,0.6,杨浦四漂,209,24.0,11.8
2017/10/11 21,0.6,卢湾师专附小,185,24.0,14.3
2017/10/11 21,0.7,*青浦淀山湖,203,19.0,23.9
2017/10/11 21,0.5,虹口凉城,215,28.0,15.5
2017/10/11 21,0.6,静安监测站,183,30.0,16.8
2017/10/11 21,0.7,徐汇上师大,207,23.0,17.0
2017/10/11 21,0.6,浦东川沙,193,17.0,14.5
2017/10/11 21,0.5,浦东张江,195,20.0,14.5
2017/10/11 21,0.6,浦东监测站,228,27.0,21.3
2017/10/11 21,0.6,全市平均,0,24.0,15.5
time,co,sitename,siteid,no2,pm25
2017/10/11 22,0.4,普陀监测站,201,24.0,14.0
2017/10/11 22,0.6,杨浦四漂,209,22.0,11.6
2017/10/11 22,0.6,卢湾师专附小,185,24.0,14.1
2017/10/11 22,0.7,*青浦淀山湖,203,21.0,23.3
2017/10/11 22,0.5,虹口凉城,215,23.0,15.1
2017/10/11 22,0.6,静安监测站,183,25.0,16.5
2017/10/11 22,0.7,徐汇上师大,207,22.0,16.8
2017/10/11 22,0.6,浦东川沙,193,17.0,14.1
2017/10/11 22,0.5,浦东张江,195,22.0,14.2
2017/10/11 22,0.6,浦东监测站,228,27.0,20.6
2017/10/11 22,0.6,全市平均,0,22.9,15.2
time,co,sitename,siteid,no2,pm25
2017/10/11 23,0.4,普陀监测站,201,19.0,13.5
2017/10/11 23,0.6,杨浦四漂,209,24.0,11.4
2017/10/11 23,0.6,卢湾师专附小,185,23.0,14.0
2017/10/11 23,0.7,*青浦淀山湖,203,19.0,23.0
2017/10/11 23,0.5,虹口凉城,215,25.0,14.8
2017/10/11 23,0.6,静安监测站,183,24.0,16.2
2017/10/11 23,0.7,徐汇上师大,207,19.0,16.5
2017/10/11 23,0.6,浦东川沙,193,20.0,13.8
2017/10/11 23,0.5,浦东张江,195,22.0,13.8
2017/10/11 23,0.6,浦东监测站,228,27.0,20.0
2017/10/11 23,0.6,全市平均,0,22.6,14.8
