--- 更新时间---,2017/08/30-23,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,34.4,普陀监测站,36.0,6.0,201,23.0,7.0,94.0,8.6
－,0.5,42.1,杨浦四漂,40.0,6.0,209,21.0,7.0,75.0,7.7
－,0.6,33.2,卢湾师专附小,32.0,7.0,185,34.0,12.0,82.0,10.3
－,0.7,36.1,*青浦淀山湖,38.0,8.0,203,21.0,14.0,80.0,11.8
－,0.4,22.3,虹口凉城,9.0,9.0,215,19.0,8.0,90.0,12.1
－,0.5,33.7,静安监测站,34.0,8.0,183,16.0,11.0,87.0,9.8
－,0.6,28.6,徐汇上师大,27.0,7.0,207,24.0,11.0,101.0,10.9
－,0.4,32.1,浦东川沙,29.0,7.0,193,17.0,11.0,97.0,8.3
－,0.4,35.3,浦东张江,36.0,10.0,195,14.0,13.0,90.0,11.8
－,0.4,32.0,浦东监测站,33.0,9.0,228,13.0,3.0,98.0,8.1
－,0.4,32.6,全市平均,30.7,7.7,0,20.1,9.2,90.4,9.7
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,36,优,普陀监测站,30,3,201,12,一级,36,10
－,－,6,40,优,杨浦四漂,24,3,209,11,一级,40,10
－,－,7,32,优,卢湾师专附小,26,3,185,17,一级,32,18
－,－,8,38,优,*青浦淀山湖,25,3,203,11,一级,38,20
－,－,5,9,优,虹口凉城,29,3,215,10,一级,29,12
－,－,6,34,优,静安监测站,28,3,183,8,一级,34,16
－,－,7,27,优,徐汇上师大,32,3,207,12,一级,32,16
－,－,5,29,优,浦东川沙,31,3,193,9,一级,31,16
－,－,5,36,优,浦东张江,29,4,195,7,一级,36,19
－,－,5,33,优,浦东监测站,31,3,228,7,一级,33,5
－,－,5,31,优,全市平均,29,3,0,10,一级,31,13
--- 更新时间---,2017/08/31-00,-- 浓度 ---
o38,co,pm10,sitename,pm101,so2,siteid,no2,pm251,o3,pm25
－,0.3,34.4,普陀监测站,36.0,7.0,201,21.0,2.0,92.0,8.4
－,0.5,42.0,杨浦四漂,40.0,5.0,209,14.0,8.0,83.0,7.8
－,0.6,33.3,卢湾师专附小,33.0,6.0,185,22.0,8.0,89.0,10.3
－,0.6,36.1,*青浦淀山湖,32.0,9.0,203,22.0,11.0,74.0,12.0
－,0.4,21.3,虹口凉城,9.0,9.0,215,16.0,2.0,93.0,11.6
－,0.5,33.4,静安监测站,34.0,8.0,183,13.0,8.0,88.0,9.7
－,0.5,29.0,徐汇上师大,31.0,7.0,207,18.0,13.0,104.0,11.1
－,0.4,32.0,浦东川沙,27.0,7.0,193,14.0,6.0,99.0,8.1
－,0.4,35.3,浦东张江,35.0,9.0,195,8.0,11.0,96.0,11.7
－,0.4,32.0,浦东监测站,33.0,8.0,228,11.0,3.0,98.0,7.7
－,0.4,32.5,全市平均,30.9,7.3,0,15.2,6.8,93.6,9.6
-- 实时空气质量指数 ---
o38,sy,co,pm10,zk,sitename,o3,so2,siteid,no2,dj,aqi,pm25
－,－,4,36,优,普陀监测站,29,3,201,11,一级,36,3
－,－,6,40,优,杨浦四漂,26,2,209,7,一级,40,12
－,－,7,33,优,卢湾师专附小,28,3,185,11,一级,33,12
－,－,7,32,优,*青浦淀山湖,24,3,203,11,一级,32,16
－,－,5,9,优,虹口凉城,30,3,215,8,一级,30,3
－,－,6,34,优,静安监测站,28,3,183,7,一级,34,12
－,－,6,31,优,徐汇上师大,33,3,207,9,一级,33,19
－,－,5,27,优,浦东川沙,31,3,193,7,一级,31,9
－,－,5,35,优,浦东张江,30,3,195,4,一级,35,16
－,－,5,33,优,浦东监测站,31,3,228,6,一级,33,5
－,－,5,31,优,全市平均,30,3,0,8,一级,31,10
--- 更新时间---,2017/08/31-01,-- 浓度 ---
